date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,40.756822580645164,0.0026205063049331207,23.48,"$1,170",0.10417582417582417
2012-06-30,38.862476190476194,-0.003901011080156705,20.26,"$1,055",0.1523076923076923
2012-09-30,34.81626984126984,0.0011057574899836391,19.01,$346,0.14434782608695654
2012-12-31,35.91509677419354,0.0004060210199306612,18.23,$206,0.16119565217391305
2013-03-31,38.15541666666666,-0.00011163483194187399,24.08,"$1,008",0.14366666666666666
2013-06-30,39.880296875,0.0019493804176423275,16.53,"$1,137",0.11582417582417584
2013-09-30,45.432578125,0.0021973361816916837,16.39,$423,0.08521739130434783
2013-12-31,50.967375,0.0020671837676379604,18.38,$190,0.08554347826086957
2014-03-31,52.11501639344262,-4.449076653710696e-05,15.81,"$1,081",0.07222222222222222
2014-06-30,52.84630158730159,-0.0010126087455937327,17.19,"$1,116",0.09098901098901098
2014-09-30,50.6353125,0.0001665200303517956,16.87,$191,0.0891304347826087
2014-12-31,55.228015625,0.0021121942320167404,20.58,$216,0.10130434782608697
2015-03-31,60.89145901639344,0.0014111453342378012,22.24,"$1,072",0.11288888888888889
2015-06-30,59.70569841269841,-0.0018309730638720412,18.35,"$1,111",0.1256043956043956
2015-09-30,58.537125,0.0006375164408767824,20.04,$-28,0.13478260869565217
2015-12-31,63.293953125,0.001086984710872218,22.19,$195,0.16108695652173913
2016-03-31,65.42296721311476,0.0021957590657454592,16.17,"$1,245",0.3597802197802198
2016-06-30,67.269734375,-0.0004414053501067914,11.67,$994,0.36934065934065935
2016-09-30,76.85365625,0.0029136644798034815,13.93,$72,0.39489130434782604
2016-12-31,87.94192063492063,0.002369803791085569,15.38,$207,0.44815217391304346
2017-03-31,91.40777419354839,-0.00024280415525058268,17.19,"$1,085",0.698888888888889
2017-06-30,89.36311111111111,-0.00046675124063800757,20.52,$973,0.9473626373626375
2017-09-30,94.48195238095238,0.0014612505021212806,23.76,$377,1.1536956521739128
2017-12-31,99.039,0.0005012735561317946,21.88,$222,1.2027777777777777
