date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,15.94024193548387,-0.0010053478347410063,12.15,"$2,428",0.10417582417582417
2012-06-30,16.403444444444442,0.0014247888232568379,13.25,"$1,277",0.1523076923076923
2012-09-30,17.964412698412698,0.00138088936920737,13.84,"$1,128",0.14434782608695654
2012-12-31,18.987290322580645,0.0006668673524491087,13.39,"$2,019",0.16119565217391305
2013-03-31,21.11505,0.002819281668178386,13.6,"$2,543",0.14366666666666666
2013-06-30,23.607453125,0.0004837712888620029,12.85,"$1,374",0.11582417582417584
2013-09-30,24.217734375,0.00017474704031197538,12.89,"$1,259",0.08521739130434783
2013-12-31,24.5290625,0.0010699395239791125,12.95,"$2,316",0.08554347826086957
2014-03-31,26.391704918032787,0.0017145554241933618,12.6,"$3,163",0.07222222222222222
2014-06-30,29.174111111111113,0.0017384773297873044,13.8,"$1,487",0.09098901098901098
2014-09-30,31.5615,0.0003246990552732403,14.28,"$1,311",0.0891304347826087
2014-12-31,34.43284375,0.0018477345745163444,21.72,"$2,005",0.10130434782608697
2015-03-31,32.94232786885246,-0.002295100699492662,16.73,"$2,456",0.11288888888888889
2015-06-30,33.54976190476191,0.0010472331039994176,18.61,"$1,148",0.1256043956043956
2015-09-30,33.2326875,0.000358873354206906,18.23,"$1,083",0.13478260869565217
2015-12-31,33.25603125,-0.00028834069720865343,13.8,"$1,607",0.16108695652173913
2016-03-31,35.00070491803279,0.0030824590993345996,17.16,"$1,972",0.3597802197802198
2016-06-30,40.901890625,0.001949869888751404,16.9,"$1,131",0.36934065934065935
2016-09-30,44.53771875,0.0001464311485668661,18.63,$976,0.39489130434782604
2016-12-31,43.90779365079365,0.0005109065897234091,14.51,"$1,680",0.44815217391304346
2017-03-31,46.869193548387095,0.0012505952194196718,16.17,"$2,174",0.698888888888889
2017-06-30,49.27,-0.00020096637840495547,19.21,"$1,154",0.9473626373626375
2017-09-30,48.610682539682536,-0.0003891495994219834,16.57,"$1,114",1.1536956521739128
2017-12-31,47.617666666666665,0.000764127206944328,12.71,"$2,125",1.2027777777777777
