date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,69.13603225806452,0.0007582884076892349,11.7,"$1,929",0.10417582417582417
2012-06-30,67.97825396825397,-0.000469376610343692,11.21,"$1,981",0.1523076923076923
2012-09-30,69.38874603174604,0.0009038872649372864,11.7,"$1,967",0.14434782608695654
2012-12-31,70.55053225806451,7.17837970899863e-05,8.74,"$1,900",0.16119565217391305
2013-03-31,80.1984,0.0034806639586842953,10.74,"$2,000",0.14366666666666666
2013-06-30,90.50628125,0.0007271036027279507,11.27,"$2,053",0.11582417582417584
2013-09-30,93.384421875,0.0002949201922689635,13.17,"$2,101",0.08521739130434783
2013-12-31,99.421734375,0.0015940863787026784,20.05,"$2,015",0.08554347826086957
2014-03-31,105.91913114754098,0.001068069393053063,21.08,"$2,072",0.07222222222222222
2014-06-30,109.75190476190475,0.0002681881017694781,20.83,"$2,157",0.09098901098901098
2014-09-30,110.87796875,-0.0005091507653383221,16.55,"$2,202",0.0891304347826087
2014-12-31,124.948125,0.0033306506539982454,20.91,"$2,051",0.10130434782608697
2015-03-31,137.35081967213114,0.0006503582899676721,23.13,"$2,051",0.11288888888888889
2015-06-30,136.01650793650796,-0.00011523207150780007,30.52,"$3,120",0.1256043956043956
2015-09-30,138.15671875,-0.0008689113595803152,34.52,"$3,060",0.13478260869565217
2015-12-31,143.03296875,0.0024730420289531645,41.99,"$2,986",0.16108695652173913
2016-03-31,141.5960655737705,-7.70585497189867e-05,36.24,"$3,067",0.3597802197802198
2016-06-30,160.264375,0.0018436266464397066,28.97,"$3,198",0.36934065934065935
2016-09-30,172.05453125,0.0010118583505287684,35.94,"$3,232",0.39489130434782604
2016-12-31,167.64222222222224,-0.0011393416231186466,24.87,"$2,922",0.44815217391304346
2017-03-31,176.84516129032258,0.0017458462204508482,27.58,"$2,969",0.698888888888889
2017-06-30,186.0252380952381,0.0010889977972122467,50.9,"$3,035",0.9473626373626375
2017-09-30,198.1920634920635,0.00015901689645533273,38.61,"$3,167",1.1536956521739128
2017-12-31,207.97,0.0038763958984075362,150.25,"$3,080",1.2027777777777777
