date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,31.26203225806452,0.0040529315924697435,5.96,"$1,528",0.10417582417582417
2012-06-30,31.154206349206348,0.001320737160570055,5.72,"$1,736",0.1523076923076923
2012-09-30,36.34696825396825,0.002330391725501436,6.19,"$1,359",0.14434782608695654
2012-12-31,36.57403225806452,-0.0012668274094168686,5.52,"$1,481",0.16119565217391305
2013-03-31,37.247233333333334,-0.000962405462297052,5.02,"$1,337",0.14366666666666666
2013-06-30,32.97096875,-0.0014612932054505912,4.68,"$1,715",0.11582417582417584
2013-09-30,33.904609375,0.0034489576744622524,6.27,"$1,097",0.08521739130434783
2013-12-31,38.835265625,0.0017990166672725,7.44,"$1,326",0.08554347826086957
2014-03-31,43.44416393442623,0.0020106371107530196,6.62,"$1,133",0.07222222222222222
2014-06-30,43.820317460317455,-0.0011118397357977841,6.62,"$1,473",0.09098901098901098
2014-09-30,45.692203125,0.0024980890701258567,8.14,$921,0.0891304347826087
2014-12-31,47.75403125,-0.0001363246744085153,8.26,"$1,216",0.10130434782608697
2015-03-31,54.25932786885246,0.0008470978855360013,12.46,$954,0.11288888888888889
2015-06-30,55.71055555555555,0.002137717423185662,13.22,"$1,311",0.1256043956043956
2015-09-30,53.485828125,-0.005075193686053749,9.6,$928,0.13478260869565217
2015-12-31,43.595234375,-0.0010242332223188658,11.33,"$1,115",0.16108695652173913
2016-03-31,30.479885245901638,-0.0035234760363544275,12.35,"$1,004",0.3597802197802198
2016-06-30,27.97371875,-0.0034081678076765543,24.86,"$1,134",0.36934065934065935
2016-09-30,23.29575,0.0008586633989432942,71.12,$680,0.39489130434782604
2016-12-31,26.012349206349207,0.004727239684614739,0.0,$867,0.44815217391304346
2017-03-31,31.811274193548385,-0.0007266636167244441,0.0,"$1,037",0.698888888888889
2017-06-30,27.147936507936507,-0.0003349670798495449,0.0,"$1,124",0.9473626373626375
2017-09-30,30.74238095238095,0.004106328647734206,0.0,$870,1.1536956521739128
2017-12-31,36.68766666666667,0.0021153635804793164,24.89,"$1,099",1.2027777777777777
