date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,10.010404838709677,0.004483163943889558,0.0,"$1,806",0.10417582417582417
2012-06-30,10.530031746031748,0.001144633284716898,0.0,"$1,945",0.1523076923076923
2012-09-30,11.40431746031746,0.0016673431985039075,0.0,"$1,913",0.14434782608695654
2012-12-31,12.93882258064516,0.0020166361702676854,0.0,"$1,831",0.16119565217391305
2013-03-31,15.556066666666668,0.0035963618462555897,0.0,"$1,876",0.14366666666666666
2013-06-30,16.933125,-0.0001898880954070408,117.63,"$2,149",0.11582417582417584
2013-09-30,16.825296875,0.001623759164142877,44.11,"$2,150",0.08521739130434783
2013-12-31,17.641,0.0012629476624121377,24.0,"$1,998",0.08554347826086957
2014-03-31,18.75840983606557,-0.00027323058668962447,21.23,"$1,965",0.07222222222222222
2014-06-30,18.009111111111114,0.00025394347659846866,17.56,"$1,876",0.09098901098901098
2014-09-30,18.947109375,0.0012791213173284476,8.57,"$1,834",0.0891304347826087
2014-12-31,19.86934375,0.0009949513623174738,8.46,"$2,064",0.10130434782608697
2015-03-31,21.920377049180328,0.0011255240821545108,9.11,"$1,659",0.11288888888888889
2015-06-30,22.946571428571428,0.00013332527505709069,9.49,"$1,929",0.1256043956043956
2015-09-30,24.96075,0.001401299826319079,21.37,"$1,839",0.13478260869565217
2015-12-31,27.79353125,0.0019763841285400548,25.53,"$1,715",0.16108695652173913
2016-03-31,26.98704918032787,0.002012659500448239,25.03,"$1,720",0.3597802197802198
2016-06-30,30.997671875,-0.000114025581276999,21.87,"$2,001",0.36934065934065935
2016-09-30,34.097109375,0.0017672117525461568,22.93,"$1,877",0.39489130434782604
2016-12-31,31.707714285714285,-0.001061168409336536,20.04,"$1,763",0.44815217391304346
2017-03-31,33.13341935483871,0.001278651252064242,20.1,"$1,778",0.698888888888889
2017-06-30,36.377936507936504,0.0019672613649225927,22.11,"$2,066",0.9473626373626375
2017-09-30,37.57853968253968,0.00041380265985911457,21.82,"$1,945",1.1536956521739128
2017-12-31,39.2622,-0.0001998627548423911,25.09,$225,1.2027777777777777
