date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,34.368951612903224,0.0030313316799620875,8.35,"$1,644",0.10417582417582417
2012-06-30,36.998936507936506,0.0007501504165008335,9.89,"$1,508",0.1523076923076923
2012-09-30,42.57095238095238,0.0009344178355002549,11.18,"$1,608",0.14434782608695654
2012-12-31,48.673080645161285,0.007347844462885117,13.66,"$1,360",0.16119565217391305
2013-03-31,67.62816666666667,0.0010914385044978713,18.05,"$1,176",0.14366666666666666
2013-06-30,73.11796875,0.0026222561546084544,24.51,"$1,555",0.11582417582417584
2013-09-30,87.102609375,0.0035415404598203894,37.22,"$1,784",0.08521739130434783
2013-12-31,89.68475,-0.0007558726400847971,28.39,"$2,503",0.08554347826086957
2014-03-31,86.10373770491802,6.252266466555047e-05,25.57,"$1,533",0.07222222222222222
2014-06-30,83.98579365079364,0.00019924497891257763,22.04,"$2,235",0.09098901098901098
2014-09-30,91.76803125,0.0011259406796414653,22.6,"$1,754",0.0891304347826087
2014-12-31,98.936078125,0.0014712916484371959,29.4,"$1,730",0.10130434782608697
2015-03-31,102.53139344262296,-0.000883737845172323,24.83,"$1,862",0.11288888888888889
2015-06-30,104.74982539682539,0.0007474387972072242,27.85,"$1,830",0.1256043956043956
2015-09-30,92.9445,-0.0024170929917502366,22.74,"$1,724",0.13478260869565217
2015-12-31,89.4120625,0.0002279014202887092,23.41,"$1,566",0.16108695652173913
2016-03-31,88.55547540983606,0.0022526947483446982,30.65,"$1,471",0.3597802197802198
2016-06-30,96.146,0.00012153599990193283,30.98,"$1,965",0.36934065934065935
2016-09-30,104.995765625,0.001643386305674963,31.99,"$2,024",0.39489130434782604
2016-12-31,103.86519047619046,0.0004643304684964238,27.68,"$2,059",0.44815217391304346
2017-03-31,121.95709677419354,0.0028006355989310026,28.24,"$2,071",0.698888888888889
2017-06-30,132.08603174603175,-6.11129783314316e-05,27.07,"$2,312",0.9473626373626375
2017-09-30,153.1847619047619,0.004426557603108985,32.18,"$2,876",1.1536956521739128
2017-12-31,176.51566666666668,0.001655355843851388,30.06,"$2,973",1.2027777777777777
