date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,3.8089596774193546,0.0012833138897467163,0.0,$0,0.10417582417582417
2012-06-30,3.6026714285714285,0.0013586612083720585,0.0,$0,0.1523076923076923
2012-09-30,3.8511888888888888,0.0020612515872644385,133.0,$0,0.14434782608695654
2012-12-31,3.7638548387096775,-0.001855723433206169,29.0,$7,0.16119565217391305
2013-03-31,3.3953166666666665,-0.00029101336694285865,22.3,$0,0.14366666666666666
2013-06-30,2.363771875,-0.008303133848091613,0.0,$-3,0.11582417582417584
2013-09-30,2.16235,0.0021673982438802867,0.0,$0,0.08521739130434783
2013-12-31,1.8056578125,-0.004634746671063714,0.0,$0,0.08554347826086957
2014-03-31,1.9129114754098362,0.005584662660585769,0.0,$0,0.07222222222222222
2014-06-30,1.6158174603174602,-0.003193309138861213,0.0,$-0,0.09098901098901098
2014-09-30,1.524409375,-0.0006256571362378161,0.0,$0,0.0891304347826087
2014-12-31,1.1980015625,0.004745363156588231,0.0,$0,0.10130434782608697
2015-03-31,1.83887868852459,0.0009001473245748338,0.0,$0,0.11288888888888889
2015-06-30,1.624252380952381,0.0003525764392880816,0.0,$0,0.1256043956043956
2015-09-30,1.30828125,-0.002993185995071864,0.0,$0,0.13478260869565217
2015-12-31,1.14609375,0.0001490033207166546,0.0,$0,0.16108695652173913
2016-03-31,1.1518639344262296,0.005883774820447224,0.0,$0,0.3597802197802198
2016-06-30,1.53796875,0.002626868784887529,0.0,$0,0.36934065934065935
2016-09-30,2.12765,0.0045595634329561145,0.0,$0,0.39489130434782604
2016-12-31,1.7404984126984127,-0.0011329770035489492,0.0,$0,0.44815217391304346
2017-03-31,1.7819451612903225,-0.00041804205165847695,0.0,$0,0.698888888888889
2017-06-30,1.6008793650793651,-0.0010439893210018212,0.0,$-0,0.9473626373626375
2017-09-30,1.5437809523809525,0.0013111186295129806,0.0,$0,1.1536956521739128
2017-12-31,1.2885033333333333,-0.008656782571934744,0.0,$0,1.2027777777777777
