Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,50.27,$145
2010-03-31,35.06,$182
2010-06-30,46.63,$208
2010-09-30,46.74,$190
2010-12-31,46.94,$213
2011-03-31,41.22,$218
2011-06-30,34.64,$251
2011-09-30,32.48,$326
2011-12-31,22.46,$303
2012-03-31,22.26,$272
2012-06-30,22.6,$244
2012-09-30,33.1,$282
2012-12-31,27.98,$350
2013-03-31,33.47,$338
2013-06-30,22.51,$267
2013-09-30,31.61,$287
2013-12-31,0.0,$232
2014-03-31,0.0,$280
2014-06-30,0.0,$265
2014-09-30,0.0,$264
2014-12-31,43.06,$259
2015-03-31,50.64,$238
2015-06-30,0.0,$125
2015-09-30,0.0,$112
2015-12-31,0.0,$199
2016-03-31,0.0,$95
2016-06-30,0.0,$107
2016-09-30,0.0,$116
2016-12-31,0.0,$115
2017-03-31,0.0,$112
2017-06-30,264.0,$83
2017-09-30,0.0,$95
2017-12-31,0.0,$101
2018-03-31,0.0,$132
2018-06-30,0.0,$153
2018-09-30,0.0,$81
2018-12-31,0.0,$93
2019-03-31,0.0,$80
2019-06-30,0.0,$174
2019-09-30,0.0,$172
2019-12-31,15.75,$192
2020-03-31,9.49,$205
2020-06-30,11.69,$256
2020-09-30,10.24,$288
2020-12-31,22.49,$279
2021-03-31,16.1,$225
2021-06-30,99.5,$233
2021-09-30,0.0,$238
2021-12-31,0.0,$245
2022-03-31,0.0,$195
2022-07-08,0.0,$195
