Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,14.51,$151
2010-03-31,18.28,$144
2010-06-30,15.39,$155
2010-09-30,17.07,$155
2010-12-31,15.86,$156
2011-03-31,22.87,$153
2011-06-30,19.33,$151
2011-09-30,11.97,$160
2011-12-31,16.04,$170
2012-03-31,16.91,$160
2012-06-30,16.23,$160
2012-09-30,17.27,$186
2012-12-31,17.5,$190
2013-03-31,19.36,$179
2013-06-30,19.85,$184
2013-09-30,22.12,$190
2013-12-31,27.12,$184
2014-03-31,23.08,$185
2014-06-30,26.18,$198
2014-09-30,20.07,$222
2014-12-31,26.73,$190
2015-03-31,32.93,$207
2015-06-30,33.21,$209
2015-09-30,31.73,$233
2015-12-31,33.37,$200
2016-03-31,35.82,$207
2016-06-30,33.03,$239
2016-09-30,36.74,$236
2016-12-31,30.1,$220
2017-03-31,32.08,$228
2017-06-30,37.48,$231
2017-09-30,35.39,$256
2017-12-31,41.74,$232
2018-03-31,43.21,$256
2018-06-30,46.25,$255
2018-09-30,50.01,$257
2018-12-31,37.18,$262
2019-03-31,53.26,$278
2019-06-30,50.81,$314
2019-09-30,47.87,$305
2019-12-31,54.78,$299
2020-03-31,40.06,$308
2020-06-30,54.22,$314
2020-09-30,53.91,$374
2020-12-31,56.97,$312
2021-03-31,51.93,$331
2021-06-30,40.57,$338
2021-09-30,29.67,$335
2021-12-31,31.89,$322
2022-03-31,30.65,$357
2022-07-08,27.52,$357
