Date,PE Ratio,Revenue_Amount(Millions)
2013-06-30,62.42,$113
2013-09-30,69.73,$115
2013-12-31,70.09,$121
2014-03-31,66.75,$130
2014-06-30,31.56,$134
2014-09-30,22.4,$136
2014-12-31,36.91,$146
2015-03-31,33.03,$158
2015-06-30,27.84,$159
2015-09-30,26.02,$162
2015-12-31,23.04,$168
2016-03-31,27.01,$177
2016-06-30,18.57,$179
2016-09-30,17.72,$181
2016-12-31,22.31,$184
2017-03-31,20.92,$192
2017-06-30,21.34,$195
2017-09-30,14.86,$199
2017-12-31,16.38,$202
2018-03-31,12.58,$216
2018-06-30,19.84,$213
2018-09-30,24.9,$218
2018-12-31,29.43,$222
2019-03-31,21.92,$230
2019-06-30,18.44,$224
2019-09-30,19.64,$227
2019-12-31,20.52,$230
2020-03-31,10.83,$278
2020-06-30,16.11,$265
2020-09-30,9.51,$264
2020-12-31,13.81,$265
2021-03-31,23.0,$259
2021-06-30,13.97,$259
2021-09-30,12.1,$273
2021-12-31,12.36,$277
2022-03-31,16.11,$272
2022-07-08,13.43,$272
