Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,2.62,$10
2010-03-31,4.35,$10
2010-06-30,6.62,$8
2010-09-30,7.3,$8
2010-12-31,9.64,$8
2011-03-31,9.64,$8
2011-06-30,0.0,$9
2011-09-30,0.0,$10
2011-12-31,0.0,$9
2012-03-31,0.0,$11
2012-06-30,0.0,$10
2012-09-30,0.0,$10
2012-12-31,42.37,$10
2013-03-31,130.35,$8
2013-06-30,8.27,$9
2013-09-30,2.58,$9
2013-12-31,2.71,$8
2014-03-31,2.87,$9
2014-06-30,6.15,$10
2014-09-30,7.91,$9
2014-12-31,68.75,$9
2015-03-31,7.39,$9
2015-06-30,2.4,$10
2015-09-30,10.67,$10
2015-12-31,403.33,$10
2016-03-31,0.0,$9
2016-06-30,0.0,$10
2016-09-30,9.08,$10
2016-12-31,6.05,$10
2017-03-31,4.44,$9
2017-06-30,4.7,$10
2017-09-30,9.36,$11
2017-12-31,6.9,$11
2018-03-31,5.55,$11
2018-06-30,4.97,$12
2018-09-30,9.53,$11
2018-12-31,16.89,$12
2019-03-31,22.76,$13
2019-06-30,48.47,$13
2019-09-30,11.36,$13
2019-12-31,9.68,$12
2020-03-31,0.0,$11
2020-06-30,0.0,$12
2020-09-30,0.0,$13
2020-12-31,26.53,$13
2021-03-31,4.94,$13
2021-06-30,5.64,$14
2021-09-30,4.22,$14
2021-12-31,4.46,$16
2022-03-31,5.51,$17
2022-07-08,4.94,$17
