Date,PE Ratio,Revenue_Amount(Millions)
2013-04-30,0.0,$101
2013-07-31,0.0,$112
2013-10-31,0.0,$128
2014-01-31,0.0,$141
2014-04-30,0.0,$151
2014-07-31,0.0,$178
2014-10-31,0.0,$192
2015-01-31,0.0,$218
2015-04-30,0.0,$234
2015-07-31,0.0,$284
2015-10-31,0.0,$297
2016-01-31,0.0,$335
2016-04-30,0.0,$346
2016-07-31,0.0,$401
2016-10-31,0.0,$398
2017-01-31,0.0,$423
2017-04-30,0.0,$432
2017-07-31,0.0,$503
2017-10-31,0.0,$502
2018-01-31,0.0,$546
2018-04-30,0.0,$568
2018-07-31,0.0,$659
2018-10-31,0.0,$656
2019-01-31,0.0,$711
2019-04-30,0.0,$727
2019-07-31,0.0,$806
2019-10-31,0.0,$772
2020-01-31,0.0,$817
2020-04-30,0.0,$869
2020-07-31,0.0,$950
2020-10-31,0.0,$946
2021-01-31,0.0,"$1,017"
2021-04-30,0.0,"$1,074"
2021-07-31,0.0,"$1,219"
2021-10-31,0.0,"$1,247"
2022-01-31,0.0,"$1,317"
2022-04-30,0.0,"$1,387"
2022-07-08,0.0,"$1,387"
