Date,PE Ratio,Revenue_Amount(Millions)
2010-03-31,0.0,"$8,428"
2010-12-31,0.0,"$8,428"
2011-12-31,0.0,"$8,428"
2012-03-31,0.0,"$11,840"
2012-06-30,0.0,"$9,232"
2012-09-30,0.0,"$12,214"
2012-12-31,0.0,"$10,431"
2013-03-31,121.51,"$12,833"
2013-06-30,0.0,"$10,509"
2013-09-30,0.0,"$12,859"
2013-12-31,496.24,"$13,215"
2014-03-31,49.64,"$13,295"
2014-06-30,10.31,"$12,503"
2014-09-30,9.31,"$14,908"
2014-12-31,8.38,"$16,417"
2015-03-31,7.23,"$13,611"
2015-06-30,5.48,"$12,305"
2015-09-30,2.14,"$13,923"
2015-12-31,2.04,"$13,223"
2016-03-31,2.36,"$12,548"
2016-06-30,2.33,"$11,948"
2016-09-30,3.94,"$14,349"
2016-12-31,3.74,"$14,941"
2017-03-31,4.97,"$13,632"
2017-06-30,5.51,"$11,633"
2017-09-30,7.6,"$14,569"
2017-12-31,8.93,"$13,568"
2018-03-31,13.52,"$14,135"
2018-06-30,72.29,"$12,003"
2018-09-30,0.0,"$14,569"
2018-12-31,0.0,"$13,922"
2019-03-31,0.0,"$13,724"
2019-06-30,0.0,"$11,764"
2019-09-30,0.0,"$12,730"
2019-12-31,0.0,"$8,637"
2020-03-31,0.0,"$12,075"
2020-06-30,0.0,"$10,458"
2020-09-30,166.84,"$12,569"
2020-12-31,9.66,"$11,239"
2021-03-31,7.77,"$13,568"
2021-06-30,14.59,"$12,167"
2021-09-30,0.0,"$14,816"
2021-12-31,0.0,"$13,371"
2022-03-31,0.0,"$13,171"
2022-07-08,0.0,"$13,171"
