Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,21.21,$37
2010-03-31,18.78,$244
2010-06-30,48.26,$251
2010-09-30,107.71,$260
2010-12-31,0.0,$240
2011-03-31,0.0,$249
2011-06-30,16.01,$283
2011-09-30,13.93,$282
2011-12-31,0.0,$207
2012-03-31,0.0,$220
2012-06-30,0.0,$211
2012-09-30,0.0,$215
2012-12-31,0.0,$213
2013-03-31,450.84,$218
2013-06-30,27.69,$212
2013-09-30,18.21,$230
2013-12-31,15.71,$83
2014-03-31,14.78,$215
2014-06-30,14.16,$194
2014-09-30,12.52,$197
2014-12-31,15.34,$193
2015-03-31,17.31,$203
2015-06-30,14.18,$188
2015-09-30,14.24,$200
2015-12-31,13.69,$189
2016-03-31,16.45,$206
2016-06-30,17.5,$203
2016-09-30,18.7,$197
2016-12-31,21.56,$197
2017-03-31,18.9,$214
2017-06-30,19.8,$212
2017-09-30,20.87,$216
2017-12-31,21.31,$207
2018-03-31,19.17,$241
2018-06-30,20.69,$226
2018-09-30,19.7,$228
2018-12-31,21.66,$221
2019-03-31,21.9,$246
2019-06-30,24.32,$229
2019-09-30,24.43,$229
2019-12-31,21.75,$216
2020-03-31,19.52,$235
2020-06-30,16.96,$193
2020-09-30,14.29,$236
2020-12-31,17.43,$227
2021-03-31,18.06,$262
2021-06-30,15.53,$286
2021-09-30,15.91,$316
2021-12-31,16.66,$333
2022-03-31,11.89,$375
2022-07-08,12.74,$375
