Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,18.7,$12
2010-03-31,23.64,$14
2010-06-30,33.21,$13
2010-09-30,33.55,$16
2010-12-31,43.29,$19
2011-03-31,33.71,$26
2011-06-30,21.3,$25
2011-09-30,11.74,$34
2011-12-31,14.86,$24
2012-03-31,17.67,$20
2012-06-30,17.77,$23
2012-09-30,25.6,$26
2012-12-31,22.43,$26
2013-03-31,18.99,$31
2013-06-30,18.98,$28
2013-09-30,22.85,$24
2013-12-31,26.06,$23
2014-03-31,26.98,$26
2014-06-30,34.27,$29
2014-09-30,24.18,$36
2014-12-31,19.45,$34
2015-03-31,14.25,$37
2015-06-30,12.31,$28
2015-09-30,12.47,$23
2015-12-31,15.13,$17
2016-03-31,28.64,$22
2016-06-30,41.64,$22
2016-09-30,52.89,$21
2016-12-31,51.91,$23
2017-03-31,40.32,$26
2017-06-30,29.42,$21
2017-09-30,39.98,$17
2017-12-31,0.0,$17
2018-03-31,0.0,$22
2018-06-30,0.0,$30
2018-09-30,0.0,$21
2018-12-31,39.67,$17
2019-03-31,0.0,$24
2019-06-30,0.0,$21
2019-09-30,0.0,$22
2019-12-31,0.0,$25
2020-03-31,64.18,$23
2020-06-30,0.0,$17
2020-09-30,81.88,$28
2020-12-31,56.58,$27
2021-03-31,57.91,$26
2021-06-30,123.03,$20
2021-09-30,0.0,$34
2021-12-31,0.0,$29
2022-03-31,0.0,$40
2022-07-08,0.0,$40
