Date,PE Ratio,Revenue_Amount(Millions)
2013-06-30,0.0,$29
2013-09-30,0.0,$35
2013-12-31,0.0,$756
2014-03-31,0.0,$743
2014-06-30,0.0,$802
2014-09-30,0.0,$854
2014-12-31,0.0,$708
2015-03-31,0.0,$544
2015-06-30,0.0,$584
2015-09-30,13.44,$496
2015-12-31,0.0,$443
2016-03-31,0.0,$378
2016-06-30,0.0,$414
2016-09-30,0.0,$510
2016-12-31,0.0,$563
2017-03-31,0.0,$605
2017-06-30,50.11,$564
2017-09-30,14.44,$611
2017-12-31,12.44,$663
2018-03-31,13.21,$765
2018-06-30,11.59,$856
2018-09-30,21.25,$910
2018-12-31,16.68,$879
2019-03-31,10.73,"$1,191"
2019-06-30,10.97,"$1,409"
2019-09-30,65.31,"$1,402"
2019-12-31,31.84,"$1,399"
2020-03-31,0.0,"$1,204"
2020-06-30,0.0,$515
2020-09-30,0.0,$690
2020-12-31,0.0,$716
2021-03-31,0.0,$889
2021-06-30,0.0,"$1,218"
2021-09-30,0.0,"$1,310"
2021-12-31,0.0,"$1,294"
2022-03-31,0.0,"$1,350"
2022-07-08,0.0,"$1,350"
