Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,5.01,"$2,112"
2010-03-31,6.33,"$2,253"
2010-06-30,4.57,"$2,150"
2010-09-30,7.97,"$2,307"
2010-12-31,10.31,"$1,398"
2011-03-31,10.2,"$1,955"
2011-06-30,6.99,"$2,713"
2011-09-30,3.9,"$2,446"
2011-12-31,3.65,"$2,303"
2012-03-31,4.72,"$2,207"
2012-06-30,8.63,"$2,041"
2012-09-30,62.81,"$2,108"
2012-12-31,0.0,"$2,273"
2013-03-31,0.0,"$1,799"
2013-06-30,5.79,"$1,597"
2013-09-30,7.26,"$1,999"
2013-12-31,25.81,"$2,111"
2014-03-31,17.77,"$1,958"
2014-06-30,82.49,"$1,451"
2014-09-30,0.0,"$1,507"
2014-12-31,0.0,"$1,226"
2015-03-31,28.0,"$1,301"
2015-06-30,0.0,$935
2015-09-30,0.0,"$1,127"
2015-12-31,3.01,$957
2016-03-31,82.08,$988
2016-06-30,12.76,"$1,242"
2016-09-30,9.2,"$1,379"
2016-12-31,0.0,"$1,308"
2017-03-31,0.0,"$1,404"
2017-06-30,0.0,"$1,344"
2017-09-30,0.0,"$1,521"
2017-12-31,0.0,"$1,533"
2018-03-31,0.0,"$1,562"
2018-06-30,7.01,"$1,583"
2018-09-30,5.51,"$1,566"
2018-12-31,2.84,"$1,574"
2019-03-31,5.33,"$1,594"
2019-06-30,5.01,"$1,761"
2019-09-30,6.02,"$1,516"
2019-12-31,8.77,"$1,574"
2020-03-31,7.99,"$1,205"
2020-06-30,0.0,"$1,160"
2020-09-30,12.82,"$1,622"
2020-12-31,10.28,"$1,845"
2021-03-31,4.26,"$2,180"
2021-06-30,3.81,"$2,906"
2021-09-30,2.36,"$1,961"
2021-12-31,2.42,"$1,831"
2022-03-31,4.28,"$2,253"
2022-07-08,2.33,"$2,253"
