Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,"$2,445"
2010-03-31,8.16,"$3,220"
2010-06-30,6.74,"$2,232"
2010-09-30,4.68,"$2,353"
2010-12-31,5.79,"$2,135"
2011-03-31,8.11,"$2,147"
2011-06-30,4.45,"$3,220"
2011-09-30,3.78,"$3,502"
2011-12-31,4.26,"$2,576"
2012-03-31,4.9,"$2,497"
2012-06-30,7.6,"$2,559"
2012-09-30,29.35,"$1,865"
2012-12-31,0.0,"$2,580"
2013-03-31,0.0,"$1,971"
2013-06-30,0.0,"$3,088"
2013-09-30,0.0,"$2,714"
2013-12-31,0.0,"$2,624"
2014-03-31,13.18,"$3,725"
2014-06-30,15.84,"$4,510"
2014-09-30,10.07,"$5,336"
2014-12-31,12.63,"$7,067"
2015-03-31,0.0,"$3,265"
2015-06-30,0.0,"$3,393"
2015-09-30,0.0,"$3,601"
2015-12-31,0.0,"$2,886"
2016-03-31,0.0,"$2,126"
2016-06-30,0.0,"$2,488"
2016-09-30,0.0,"$4,233"
2016-12-31,0.0,"$-2,094"
2017-03-31,63.14,"$3,551"
2017-06-30,6.07,"$2,165"
2017-09-30,10.47,"$1,933"
2017-12-31,13.07,"$-1,148"
2018-03-31,22.21,"$2,198"
2018-06-30,0.0,"$1,922"
2018-09-30,7.85,"$2,156"
2018-12-31,2.97,"$2,620"
2019-03-31,4.41,"$1,079"
2019-06-30,3.0,"$1,806"
2019-09-30,6.41,"$1,746"
2019-12-31,0.0,"$1,589"
2020-03-31,0.0,"$2,087"
2020-06-30,0.0,$394
2020-09-30,0.0,"$1,067"
2020-12-31,0.0,"$1,280"
2021-03-31,0.0,"$2,050"
2021-06-30,151.07,"$2,417"
2021-09-30,20.15,"$3,466"
2021-12-31,10.21,"$4,273"
2022-03-31,10.91,"$3,812"
2022-07-08,10.22,"$3,812"
