Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,21.2,$6
2010-03-31,21.93,$4
2010-06-30,10.24,$6
2010-09-30,6.53,$5
2010-12-31,8.39,$5
2011-03-31,10.64,$5
2011-06-30,8.04,$7
2011-09-30,7.45,$6
2011-12-31,6.91,$5
2012-03-31,7.42,$5
2012-06-30,10.35,$6
2012-09-30,15.08,$7
2012-12-31,18.85,$6
2013-03-31,12.34,$7
2013-06-30,5.72,$17
2013-09-30,5.52,$8
2013-12-31,7.91,$10
2014-03-31,8.88,$7
2014-06-30,9.46,$9
2014-09-30,9.24,$9
2014-12-31,10.7,$7
2015-03-31,10.7,$7
2015-06-30,17.39,$8
2015-09-30,19.61,$6
2015-12-31,24.21,$9
2016-03-31,14.58,$13
2016-06-30,15.75,$8
2016-09-30,29.75,$9
2016-12-31,41.15,$33
2017-03-31,58.82,$25
2017-06-30,89.57,$26
2017-09-30,91.55,$26
2017-12-31,132.89,$36
2018-03-31,126.19,$44
2018-06-30,121.71,$44
2018-09-30,114.18,$43
2018-12-31,107.58,$61
2019-03-31,146.65,$59
2019-06-30,131.97,$65
2019-09-30,118.22,$56
2019-12-31,142.32,$67
2020-03-31,105.2,$59
2020-06-30,434.2,$54
2020-09-30,532.2,$58
2020-12-31,498.67,$57
2021-03-31,287.7,$62
2021-06-30,47.33,$65
2021-09-30,38.31,$64
2021-12-31,43.38,$61
2022-03-31,27.34,$60
2022-07-08,14.85,$60
