Date,PE Ratio,Revenue_Amount(Millions)
2015-06-30,10.74,$11
2015-09-30,9.92,$11
2015-12-31,6.9,$23
2016-03-31,7.27,$22
2016-06-30,11.35,$23
2016-09-30,9.19,$23
2016-12-31,8.55,$23
2017-03-31,6.78,$35
2017-06-30,6.28,$35
2017-09-30,7.88,$36
2017-12-31,8.72,$38
2018-03-31,6.94,$35
2018-06-30,6.91,$37
2018-09-30,5.91,$37
2018-12-31,5.69,$38
2019-03-31,8.61,$36
2019-06-30,10.1,$34
2019-09-30,8.85,$37
2019-12-31,8.76,$39
2020-03-31,5.06,$37
2020-06-30,5.26,$34
2020-09-30,6.28,$36
2020-12-31,8.84,$36
2021-03-31,6.82,$35
2021-06-30,11.48,$35
2021-09-30,3.41,$36
2021-12-31,4.44,$36
2022-03-31,8.67,$35
2022-07-08,10.59,$35
