Date,PE Ratio,Revenue_Amount(Millions)
2010-09-30,37.61,$159
2010-12-31,36.17,$188
2011-03-31,35.56,$183
2011-06-30,0.0,$249
2011-09-30,0.0,$210
2011-12-31,0.0,$254
2012-03-31,0.0,$186
2012-06-30,0.0,$191
2012-09-30,189.79,$145
2012-12-31,0.0,$179
2013-03-31,0.0,$119
2013-06-30,0.0,$134
2013-09-30,0.0,$136
2013-12-31,0.0,$124
2014-03-31,0.0,$97
2014-06-30,0.0,$128
2014-09-30,0.0,$165
2014-12-31,35.32,$103
2015-03-31,27.58,$129
2015-06-30,90.48,$151
2015-09-30,0.0,$270
2015-12-31,0.0,$337
2016-03-31,0.0,$254
2016-06-30,0.0,$247
2016-09-30,0.0,$311
2016-12-31,0.0,$317
2017-03-31,0.0,$262
2017-06-30,141.44,$336
2017-09-30,104.81,$380
2017-12-31,13.33,$424
2018-03-31,8.54,$387
2018-06-30,6.9,$371
2018-09-30,6.93,$363
2018-12-31,14.12,$352
2019-03-31,58.82,$292
2019-06-30,0.0,$329
2019-09-30,0.0,$291
2019-12-31,0.0,$324
2020-03-31,0.0,$245
2020-06-30,0.0,$209
2020-09-30,0.0,$316
2020-12-31,0.0,$322
2021-03-31,0.0,$314
2021-06-30,0.0,$404
2021-09-30,0.0,$359
2021-12-31,0.0,$425
2022-03-31,0.0,$379
2022-07-08,0.0,$379
