Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$39
2010-03-31,0.0,$33
2010-06-30,0.0,$43
2010-09-30,0.0,$38
2010-12-31,0.0,$45
2011-03-31,0.0,$11
2011-06-30,0.0,$17
2011-09-30,0.0,$27
2011-12-31,0.0,$16
2012-03-31,0.0,$18
2012-06-30,0.0,$24
2012-09-30,0.0,$18
2012-12-31,0.0,$21
2013-03-31,0.0,$23
2013-06-30,0.0,$34
2013-09-30,0.0,$61
2013-12-31,0.0,$31
2014-03-31,0.0,$20
2014-06-30,0.0,$29
2014-09-30,0.0,$133
2014-12-31,0.0,$20
2015-03-31,64.71,$109
2015-06-30,417.0,$23
2015-09-30,0.0,$60
2015-12-31,0.0,$39
2016-03-31,0.0,$59
2016-06-30,0.0,$33
2016-09-30,0.0,$36
2016-12-31,0.0,$37
2017-03-31,0.0,$25
2017-06-30,0.0,$35
2017-09-30,0.0,$153
2017-12-31,0.0,$95
2018-03-31,0.0,$38
2018-06-30,9.99,"$1,088"
2018-09-30,15.39,$28
2018-12-31,9.13,$40
2019-03-31,9.55,$28
2019-06-30,0.0,$23
2019-09-30,0.0,$29
2019-12-31,0.0,$34
2020-03-31,0.0,$51
2020-06-30,0.0,$49
2020-09-30,0.0,$30
2020-12-31,0.0,$23
2021-03-31,0.0,$24
2021-06-30,0.0,$28
2021-09-30,0.0,$25
2021-12-31,0.0,$25
2022-03-31,0.0,$25
2022-07-08,0.0,$25
