Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,12.45,$13
2010-03-31,9.6,$11
2010-06-30,9.93,$11
2010-09-30,10.23,$11
2010-12-31,11.5,$12
2011-03-31,11.72,$11
2011-06-30,11.18,$11
2011-09-30,9.68,$17
2011-12-31,8.64,$20
2012-03-31,8.27,$19
2012-06-30,7.64,$18
2012-09-30,7.61,$16
2012-12-31,7.18,$17
2013-03-31,7.76,$16
2013-06-30,8.49,$16
2013-09-30,8.24,$16
2013-12-31,9.88,$16
2014-03-31,9.36,$15
2014-06-30,9.32,$14
2014-09-30,10.7,$15
2014-12-31,12.0,$15
2015-03-31,11.32,$17
2015-06-30,12.69,$17
2015-09-30,12.06,$17
2015-12-31,12.07,$18
2016-03-31,11.51,$17
2016-06-30,10.72,$17
2016-09-30,12.13,$17
2016-12-31,15.62,$18
2017-03-31,16.92,$18
2017-06-30,16.72,$19
2017-09-30,17.83,$20
2017-12-31,18.96,$20
2018-03-31,16.82,$20
2018-06-30,16.33,$21
2018-09-30,15.24,$21
2018-12-31,10.07,$21
2019-03-31,11.98,$22
2019-06-30,19.31,$29
2019-09-30,16.71,$29
2019-12-31,17.85,$28
2020-03-31,10.47,$28
2020-06-30,8.6,$27
2020-09-30,7.6,$28
2020-12-31,9.17,$29
2021-03-31,10.65,$30
2021-06-30,8.67,$28
2021-09-30,8.59,$29
2021-12-31,9.26,$29
2022-03-31,9.79,$27
2022-07-08,9.01,$27
