Date,PE Ratio,Revenue_Amount(Millions)
2012-03-31,0.0,$38
2012-06-30,4.48,$45
2012-09-30,4.52,$46
2012-12-31,5.04,$49
2013-03-31,5.25,$45
2013-06-30,4.98,$59
2013-09-30,6.95,$62
2013-12-31,4.74,$66
2014-03-31,4.71,$57
2014-06-30,4.71,$66
2014-09-30,4.24,$70
2014-12-31,4.31,$71
2015-03-31,4.12,$59
2015-06-30,8.52,$68
2015-09-30,7.48,$61
2015-12-31,10.93,$67
2016-03-31,6.16,$50
2016-06-30,7.13,$53
2016-09-30,6.66,$54
2016-12-31,5.7,$51
2017-03-31,14.48,$43
2017-06-30,5.88,$58
2017-09-30,13.16,$64
2017-12-31,26.93,$77
2018-03-31,126.33,$45
2018-06-30,20.57,$55
2018-09-30,0.0,$48
2018-12-31,0.0,$52
2019-03-31,0.0,$42
2019-06-30,0.0,$58
2019-09-30,0.0,$53
2019-12-31,0.67,$67
2020-03-31,0.39,$39
2020-06-30,0.44,$44
2020-09-30,0.37,$45
2020-12-31,1.54,$58
2021-03-31,2.03,$35
2021-06-30,1.76,$40
2021-09-30,2.17,$38
2021-12-31,0.0,$47
2022-03-31,0.0,$28
2022-07-08,0.0,$28
