Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,3.04,$6
2010-03-31,1.58,$5
2010-06-30,1.48,$7
2010-09-30,2.5,$4
2010-12-31,2.4,$11
2011-03-31,8.12,$4
2011-06-30,8.32,$5
2011-09-30,2.16,$5
2011-12-31,2.55,$5
2012-03-31,3.14,$6
2012-06-30,4.48,$6
2012-09-30,40.47,$7
2012-12-31,294.36,$7
2013-03-31,5.01,$10
2013-06-30,6.35,$7
2013-09-30,2.88,$11
2013-12-31,7.19,$9
2014-03-31,0.0,$9
2014-06-30,5.89,$10
2014-09-30,25.25,$9
2014-12-31,4.33,$12
2015-03-31,2.05,$11
2015-06-30,2.41,$13
2015-09-30,2.31,$14
2015-12-31,3.68,$12
2016-03-31,4.98,$12
2016-06-30,3.12,$14
2016-09-30,3.96,$12
2016-12-31,2.72,$13
2017-03-31,3.86,$12
2017-06-30,6.62,$14
2017-09-30,4.7,$13
2017-12-31,5.03,$16
2018-03-31,3.75,$15
2018-06-30,3.22,$16
2018-09-30,2.66,$13
2018-12-31,2.25,$15
2019-03-31,3.55,$16
2019-06-30,5.23,$17
2019-09-30,9.07,$17
2019-12-31,10.85,$16
2020-03-31,0.0,$12
2020-06-30,0.0,$11
2020-09-30,0.0,$12
2020-12-31,0.0,$17
2021-03-31,8.64,$17
2021-06-30,4.92,$18
2021-09-30,3.88,$19
2021-12-31,5.1,$17
2022-03-31,5.12,$19
2022-07-08,4.76,$19
