Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,11.41,$536
2010-03-31,12.57,$517
2010-06-30,7.77,$539
2010-09-30,8.89,$560
2010-12-31,9.85,$525
2011-03-31,12.03,$483
2011-06-30,13.0,$621
2011-09-30,10.88,$640
2011-12-31,12.38,$536
2012-03-31,13.11,$579
2012-06-30,12.79,$650
2012-09-30,12.67,$634
2012-12-31,13.98,$612
2013-03-31,17.01,$548
2013-06-30,20.2,$726
2013-09-30,18.49,$758
2013-12-31,21.24,$652
2014-03-31,18.22,$602
2014-06-30,16.76,$718
2014-09-30,20.45,$647
2014-12-31,17.91,$660
2015-03-31,22.04,$645
2015-06-30,19.88,$800
2015-09-30,15.56,$700
2015-12-31,15.35,$707
2016-03-31,15.52,$705
2016-06-30,17.19,$744
2016-09-30,16.74,$769
2016-12-31,15.65,$701
2017-03-31,16.83,$780
2017-06-30,14.98,$751
2017-09-30,15.62,$711
2017-12-31,14.07,$750
2018-03-31,16.43,$780
2018-06-30,13.75,$889
2018-09-30,15.26,$754
2018-12-31,18.57,$798
2019-03-31,24.23,$715
2019-06-30,20.05,$958
2019-09-30,23.84,$822
2019-12-31,20.45,$789
2020-03-31,12.13,$544
2020-06-30,0.0,$9
2020-09-30,0.0,$35
2020-12-31,0.0,$98
2021-03-31,0.0,$114
2021-06-30,0.0,$295
2021-09-30,0.0,$435
2021-12-31,0.0,$667
2022-03-31,0.0,$461
2022-07-08,0.0,$461
