Date,PE Ratio,Revenue_Amount(Millions)
2016-12-31,0.0,$6
2017-03-31,137.05,$5
2017-06-30,138.52,$33
2017-09-30,23.52,$31
2017-12-31,13.1,$24
2018-03-31,6.18,$16
2018-06-30,4.55,$45
2018-09-30,2.33,$69
2018-12-31,3.15,$24
2019-03-31,4.08,$8
2019-06-30,4.11,$43
2019-09-30,8.78,$56
2019-12-31,8.65,$32
2020-03-31,5.05,$27
2020-06-30,6.71,$44
2020-09-30,6.54,$52
2020-12-31,12.31,$31
2021-03-31,6.44,$66
2021-06-30,7.8,$77
2021-09-30,7.51,$103
2021-12-31,4.14,$119
2022-03-31,5.73,$73
2022-07-08,4.09,$73
