Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,6.5,$85
2010-03-31,0.0,$80
2010-06-30,0.0,$85
2010-09-30,0.0,$95
2010-12-31,0.0,$100
2011-03-31,0.0,$99
2011-06-30,0.0,$115
2011-09-30,0.0,$126
2011-12-31,26.85,$128
2012-03-31,23.68,$134
2012-06-30,16.63,$147
2012-09-30,16.15,$156
2012-12-31,0.0,$152
2013-03-31,0.0,$146
2013-06-30,0.0,$147
2013-09-30,0.0,$148
2013-12-31,13.86,$147
2014-03-31,24.04,$135
2014-06-30,20.94,$136
2014-09-30,12.67,$139
2014-12-31,0.0,$141
2015-03-31,39.13,$139
2015-06-30,17.23,$141
2015-09-30,10.84,$145
2015-12-31,5.38,$143
2016-03-31,3.07,$137
2016-06-30,2.09,$137
2016-09-30,3.26,$112
2016-12-31,0.0,$112
2017-03-31,0.0,$110
2017-06-30,0.0,$114
2017-09-30,0.0,$114
2017-12-31,1.83,$114
2018-03-31,1.65,$112
2018-06-30,3.05,$113
2018-09-30,0.99,$118
2018-12-31,8.02,$116
2019-03-31,8.0,$113
2019-06-30,2.82,$112
2019-09-30,0.0,$112
2019-12-31,1.08,$110
2020-03-31,0.54,$106
2020-06-30,0.53,$117
2020-09-30,1.13,$119
2020-12-31,3.16,$120
2021-03-31,2.41,$132
2021-06-30,2.05,$146
2021-09-30,1.77,$196
2021-12-31,1.43,$215
2022-03-31,1.93,$230
2022-07-08,1.15,$230
