Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,14.12,$85
2010-03-31,14.54,$89
2010-06-30,11.97,$98
2010-09-30,8.24,$103
2010-12-31,9.9,$102
2011-03-31,7.74,$108
2011-06-30,9.26,$112
2011-09-30,6.32,$138
2011-12-31,6.29,$148
2012-03-31,7.28,$145
2012-06-30,6.25,$159
2012-09-30,7.5,$161
2012-12-31,7.18,$186
2013-03-31,8.63,$165
2013-06-30,8.34,$153
2013-09-30,10.15,$205
2013-12-31,12.08,$214
2014-03-31,11.9,$187
2014-06-30,15.49,$130
2014-09-30,14.76,$251
2014-12-31,13.15,$238
2015-03-31,10.9,$244
2015-06-30,9.93,$215
2015-09-30,10.06,$212
2015-12-31,10.01,$258
2016-03-31,9.93,$265
2016-06-30,9.96,$234
2016-09-30,7.62,$229
2016-12-31,7.88,$220
2017-03-31,9.22,$196
2017-06-30,9.98,$161
2017-09-30,12.14,$170
2017-12-31,17.79,$155
2018-03-31,16.39,$175
2018-06-30,17.97,$155
2018-09-30,14.5,$159
2018-12-31,10.74,$176
2019-03-31,14.95,$180
2019-06-30,11.8,$161
2019-09-30,10.63,$161
2019-12-31,13.61,$148
2020-03-31,9.62,$175
2020-06-30,0.0,$118
2020-09-30,0.0,$143
2020-12-31,0.0,$140
2021-03-31,0.0,$148
2021-06-30,94.68,$147
2021-09-30,318.15,$132
2021-12-31,1252.75,$139
2022-07-08,933.25,$139
