Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,10.69,$38
2010-03-31,12.93,$42
2010-06-30,10.27,$42
2010-09-30,12.1,$39
2010-12-31,8.84,$67
2011-03-31,7.57,$54
2011-06-30,8.21,$60
2011-09-30,6.07,$51
2011-12-31,7.13,$61
2012-03-31,9.56,$54
2012-06-30,10.17,$53
2012-09-30,9.95,$62
2012-12-31,11.68,$69
2013-03-31,16.87,$65
2013-06-30,12.94,$66
2013-09-30,13.22,$67
2013-12-31,11.36,$71
2014-03-31,12.11,$64
2014-06-30,13.49,$69
2014-09-30,14.29,$74
2014-12-31,17.8,$66
2015-03-31,19.83,$66
2015-06-30,19.61,$72
2015-09-30,20.5,$70
2015-12-31,18.83,$77
2016-03-31,21.21,$63
2016-06-30,21.03,$74
2016-09-30,19.31,$85
2016-12-31,13.46,$47
2017-03-31,16.57,$80
2017-06-30,18.56,$94
2017-09-30,15.88,$106
2017-12-31,14.33,$82
2018-03-31,12.43,$103
2018-06-30,12.83,$103
2018-09-30,16.8,$104
2018-12-31,10.47,$93
2019-03-31,11.95,$101
2019-06-30,12.75,$113
2019-09-30,12.01,$111
2019-12-31,15.22,$127
2020-03-31,6.74,$96
2020-06-30,13.42,$27
2020-09-30,20.35,$55
2020-12-31,46.01,$92
2021-03-31,80.79,$73
2021-06-30,33.65,$109
2021-09-30,19.36,$119
2021-12-31,16.65,$125
2022-03-31,17.73,$108
2022-07-08,15.4,$108
