Date,PE Ratio,Revenue_Amount(Millions)
2012-12-31,0.0,$52
2013-03-31,0.0,$55
2013-06-30,0.0,$66
2013-09-30,115.95,$71
2013-12-31,24.71,$69
2014-03-31,19.02,$74
2014-06-30,26.7,$91
2014-09-30,22.54,$112
2014-12-31,12.97,$155
2015-03-31,35.15,$72
2015-06-30,0.0,$78
2015-09-30,0.0,$99
2015-12-31,0.0,$69
2016-03-31,0.0,$45
2016-06-30,0.0,$46
2016-09-30,0.0,$89
2016-12-31,0.0,$85
2017-03-31,46.37,$135
2017-06-30,10.95,$130
2017-09-30,13.77,$126
2017-12-31,25.37,$154
2018-03-31,22.36,$191
2018-06-30,18.91,$211
2018-09-30,20.79,$207
2018-12-31,6.43,$290
2019-03-31,11.3,$174
2019-06-30,13.35,$242
2019-09-30,9.61,$279
2019-12-31,23.82,$289
2020-03-31,1.25,$372
2020-06-30,0.0,$63
2020-09-30,0.0,$203
2020-12-31,0.0,$224
2021-03-31,0.0,$267
2021-06-30,0.0,$357
2021-09-30,16.21,$472
2021-12-31,7.5,$566
2022-03-31,8.63,$566
2022-07-08,7.61,$566
