Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,2.06,$37
2010-03-31,2.3,$34
2010-06-30,2.94,$41
2010-09-30,3.53,$41
2010-12-31,3.91,$41
2011-03-31,4.5,$42
2011-06-30,4.12,$41
2011-09-30,3.54,$43
2011-12-31,3.88,$43
2012-03-31,4.83,$44
2012-06-30,4.53,$47
2012-09-30,4.4,$47
2012-12-31,2.4,$46
2013-03-31,3.86,$44
2013-06-30,4.04,$41
2013-09-30,5.83,$42
2013-12-31,9.33,$59
2014-03-31,9.29,$41
2014-06-30,14.1,$37
2014-09-30,12.79,$37
2014-12-31,47.3,$39
2015-03-31,0.0,$32
2015-06-30,0.0,$32
2015-09-30,0.0,$33
2015-12-31,0.0,$30
2016-03-31,0.0,$25
2016-06-30,0.0,$26
2016-09-30,0.0,$27
2016-12-31,0.0,$32
2017-03-31,0.0,$33
2017-06-30,0.0,$35
2017-09-30,0.0,$37
2017-12-31,0.0,$42
2018-03-31,0.0,$44
2018-06-30,0.0,$47
2018-09-30,0.0,$50
2018-12-31,10.89,$53
2019-03-31,8.94,$48
2019-06-30,10.91,$46
2019-09-30,15.58,$51
2019-12-31,33.3,$53
2020-03-31,0.0,$46
2020-06-30,0.0,$48
2020-09-30,0.0,$52
2020-12-31,0.0,$52
2021-03-31,39.99,$63
2021-06-30,8.01,$82
2021-09-30,10.33,$82
2021-12-31,8.2,$82
2022-03-31,8.57,$78
2022-07-08,6.13,$78
