Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$184
2010-03-31,0.0,$167
2010-06-30,0.0,$183
2010-09-30,0.0,$186
2010-12-31,5.77,$231
2011-03-31,8.47,$183
2011-06-30,7.36,$189
2011-09-30,4.6,$181
2011-12-31,8.31,$213
2012-03-31,6.94,$222
2012-06-30,5.12,$251
2012-09-30,6.03,$259
2012-12-31,5.61,$330
2013-03-31,9.96,$283
2013-06-30,16.29,$314
2013-09-30,18.21,$339
2013-12-31,37.25,$428
2014-03-31,26.36,$413
2014-06-30,26.68,$455
2014-09-30,17.96,$495
2014-12-31,10.52,$614
2015-03-31,12.27,$505
2015-06-30,10.66,$554
2015-09-30,9.91,$548
2015-12-31,15.44,$612
2016-03-31,14.67,$579
2016-06-30,14.01,$667
2016-09-30,13.0,$694
2016-12-31,11.02,$683
2017-03-31,11.82,$627
2017-06-30,9.96,$652
2017-09-30,10.63,$645
2017-12-31,5.93,$712
2018-03-31,5.1,$665
2018-06-30,5.44,$730
2018-09-30,4.55,$766
2018-12-31,6.98,$894
2019-03-31,10.86,$722
2019-06-30,14.38,$771
2019-09-30,18.29,"$1,125"
2019-12-31,60.22,"$1,622"
2020-03-31,9.17,"$1,609"
2020-06-30,4.03,"$1,283"
2020-09-30,0.0,"$1,539"
2020-12-31,0.0,"$1,512"
2021-03-31,0.0,"$1,511"
2021-06-30,0.0,"$1,612"
2021-09-30,15.8,"$1,535"
2021-12-31,0.0,"$1,476"
2022-03-31,0.92,"$1,288"
2022-07-08,0.7,"$1,288"
