Date,PE Ratio,Revenue_Amount(Millions)
2014-06-30,16.54,"$8,911"
2014-09-30,15.35,"$7,739"
2014-12-31,13.8,"$8,365"
2015-03-31,15.45,"$5,960"
2015-06-30,28.23,"$6,958"
2015-09-30,74.39,"$5,850"
2015-12-31,32.86,"$7,144"
2016-03-31,0.0,"$5,372"
2016-06-30,0.0,"$6,753"
2016-09-30,0.0,"$5,749"
2016-12-31,0.0,"$5,372"
2017-03-31,39.03,"$5,785"
2017-06-30,34.57,"$7,003"
2017-09-30,35.35,"$6,689"
2017-12-31,57.37,"$8,224"
2018-03-31,35.39,"$6,773"
2018-06-30,22.86,"$8,045"
2018-09-30,20.48,"$6,686"
2018-12-31,11.28,"$8,202"
2019-03-31,11.74,"$6,457"
2019-06-30,11.76,"$7,567"
2019-09-30,8.51,"$6,360"
2019-12-31,10.19,"$7,695"
2020-03-31,6.74,"$5,461"
2020-06-30,9.0,"$5,578"
2020-09-30,0.0,"$6,492"
2020-12-31,0.0,"$8,501"
2021-03-31,0.0,"$4,096"
2021-06-30,71.32,"$8,911"
2021-09-30,13.93,"$7,972"
2021-12-31,15.01,"$12,449"
2022-03-31,12.86,"$4,645"
2022-07-08,9.49,"$4,645"
