Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,5.8,$14
2010-03-31,6.93,$15
2010-06-30,6.01,$14
2010-09-30,7.25,$15
2010-12-31,7.63,$14
2011-03-31,7.71,$14
2011-06-30,7.23,$14
2011-09-30,7.19,$15
2011-12-31,7.55,$14
2012-03-31,8.23,$14
2012-06-30,8.77,$14
2012-09-30,8.53,$15
2012-12-31,7.82,$15
2013-03-31,8.54,$14
2013-06-30,8.59,$14
2013-09-30,8.63,$15
2013-12-31,9.18,$15
2014-03-31,8.55,$15
2014-06-30,8.95,$16
2014-09-30,9.16,$16
2014-12-31,10.32,$15
2015-03-31,10.55,$16
2015-06-30,11.61,$16
2015-09-30,10.56,$16
2015-12-31,11.22,$16
2016-03-31,10.58,$17
2016-06-30,10.98,$18
2016-09-30,11.84,$17
2016-12-31,16.32,$17
2017-03-31,19.5,$32
2017-06-30,18.99,$36
2017-09-30,17.37,$37
2017-12-31,13.73,$37
2018-03-31,12.63,$37
2018-06-30,13.01,$39
2018-09-30,12.3,$39
2018-12-31,9.41,$40
2019-03-31,11.09,$39
2019-06-30,12.45,$41
2019-09-30,13.49,$42
2019-12-31,15.96,$42
2020-03-31,10.74,$42
2020-06-30,12.72,$41
2020-09-30,10.29,$41
2020-12-31,9.8,$45
2021-03-31,12.15,$38
2021-06-30,11.67,$37
2021-09-30,10.76,$40
2021-12-31,10.88,$38
2022-03-31,10.98,$36
2022-07-08,10.19,$36
