Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,2.4,$872
2010-03-31,2.55,$848
2010-06-30,2.21,$881
2010-09-30,2.63,$951
2010-12-31,2.99,"$1,055"
2011-03-31,2.7,"$1,011"
2011-06-30,2.82,"$1,084"
2011-09-30,1.96,"$1,019"
2011-12-31,1.88,"$1,086"
2012-03-31,1.84,"$1,159"
2012-06-30,1.34,"$1,148"
2012-09-30,1.13,"$1,231"
2012-12-31,1.21,"$1,208"
2013-03-31,1.56,"$1,171"
2013-06-30,1.63,"$1,210"
2013-09-30,1.92,"$1,203"
2013-12-31,2.07,$946
2014-03-31,2.49,$933
2014-06-30,3.23,$991
2014-09-30,3.15,"$1,006"
2014-12-31,2.89,"$1,135"
2015-03-31,3.35,$993
2015-06-30,2.76,"$1,075"
2015-09-30,2.3,"$1,093"
2015-12-31,2.92,"$1,295"
2016-03-31,3.76,$869
2016-06-30,4.56,$912
2016-09-30,5.34,$900
2016-12-31,4.8,$929
2017-03-31,4.79,$942
2017-06-30,4.79,"$1,011"
2017-09-30,4.93,$971
2017-12-31,5.81,"$1,022"
2018-03-31,5.9,"$1,563"
2018-06-30,9.53,"$1,450"
2018-09-30,0.0,"$1,130"
2018-12-31,125.35,"$1,823"
2019-03-31,0.0,"$1,139"
2019-06-30,8.47,"$1,054"
2019-09-30,4.64,"$1,078"
2019-12-31,0.0,"$1,635"
2020-03-31,0.0,"$1,023"
2020-06-30,0.0,$962
2020-09-30,9.97,$918
2020-12-31,0.0,"$1,379"
2021-03-31,0.0,$933
2021-06-30,0.0,$937
2021-09-30,0.0,$991
2021-12-31,24.29,"$1,606"
2022-03-31,12.27,"$1,103"
2022-07-08,8.78,"$1,103"
