Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,0.0,$123
2010-01-31,0.0,$76
2010-04-30,0.0,$73
2010-07-31,0.0,$85
2010-10-31,0.0,$123
2011-01-31,0.0,$101
2011-04-30,0.0,$90
2011-07-31,0.0,$113
2011-10-31,0.0,$143
2012-01-31,11.61,$122
2012-04-30,15.33,$104
2012-07-31,11.62,$118
2012-10-31,11.09,$160
2013-01-31,13.74,$124
2013-04-30,11.08,$110
2013-07-31,12.51,$138
2013-10-31,19.63,$190
2014-01-31,16.16,$132
2014-04-30,17.12,$121
2014-07-31,17.97,$144
2014-10-31,15.71,$189
2015-01-31,10.1,$134
2015-04-30,13.26,$120
2015-07-31,11.34,$146
2015-10-31,11.27,$186
2016-01-31,11.65,$143
2016-04-30,12.92,$114
2016-07-31,11.85,$128
2016-10-31,11.99,$180
2017-01-31,16.02,$131
2017-04-30,17.64,$99
2017-07-31,19.14,$129
2017-10-31,24.18,$191
2018-01-31,0.0,$149
2018-04-30,0.0,$127
2018-07-31,2269.33,$144
2018-10-31,85.98,$209
2019-01-31,11.23,$199
2019-04-30,13.54,$147
2019-07-31,8.78,$158
2019-10-31,10.14,$206
2020-01-31,8.95,$191
2020-04-30,0.0,$70
2020-07-31,0.0,$89
2020-10-31,0.0,$170
2021-01-31,0.0,$178
2021-04-30,14.81,$135
2021-07-31,9.28,$174
2021-10-31,8.46,$218
2022-01-31,9.37,$206
2022-04-30,8.34,$163
2022-07-08,7.39,$163
