Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,"$6,635"
2010-03-31,0.0,"$6,916"
2010-06-30,51.13,"$7,438"
2010-09-30,6.57,"$7,441"
2010-12-31,6.02,"$7,615"
2011-03-31,6.73,"$8,000"
2011-06-30,7.24,"$8,247"
2011-09-30,7.51,"$8,170"
2011-12-31,10.94,"$8,329"
2012-03-31,10.05,"$8,268"
2012-06-30,12.14,"$8,261"
2012-09-30,8.71,"$8,197"
2012-12-31,10.25,"$8,366"
2013-03-31,14.76,"$8,383"
2013-06-30,11.57,"$8,731"
2013-09-30,11.62,"$8,894"
2013-12-31,12.38,"$8,761"
2014-03-31,14.26,"$9,032"
2014-06-30,11.97,"$9,682"
2014-09-30,14.41,"$10,105"
2014-12-31,14.59,"$10,817"
2015-03-31,13.15,"$9,979"
2015-06-30,14.13,"$10,071"
2015-09-30,12.96,"$10,506"
2015-12-31,14.12,"$9,152"
2016-03-31,16.02,"$9,170"
2016-06-30,14.45,"$9,403"
2016-09-30,14.76,"$9,156"
2016-12-31,11.15,"$9,182"
2017-03-31,11.62,"$9,083"
2017-06-30,11.94,"$9,850"
2017-09-30,13.37,"$10,145"
2017-12-31,9.72,"$10,229"
2018-03-31,8.89,"$9,773"
2018-06-30,8.12,"$10,051"
2018-09-30,6.71,"$9,999"
2018-12-31,9.32,"$10,193"
2019-03-31,11.5,"$10,443"
2019-06-30,12.6,"$10,885"
2019-09-30,14.63,"$10,884"
2019-12-31,15.48,"$10,815"
2020-03-31,10.21,"$10,888"
2020-06-30,11.46,"$10,022"
2020-09-30,9.75,"$11,460"
2020-12-31,11.09,"$10,460"
2021-03-31,12.21,"$11,300"
2021-06-30,11.05,"$12,478"
2021-09-30,9.32,"$12,811"
2021-12-31,8.52,"$12,933"
2022-03-31,8.03,"$13,117"
2022-07-08,7.57,"$13,117"
