Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,6.81,$581
2010-01-31,7.01,$633
2010-04-30,9.15,$578
2010-07-31,8.74,$612
2010-10-31,9.08,$599
2011-01-31,8.46,$640
2011-04-30,8.4,$583
2011-07-31,8.23,$613
2011-10-31,7.74,$598
2012-01-31,9.9,$673
2012-04-30,10.4,$609
2012-07-31,9.54,$700
2012-10-31,9.9,$627
2013-01-31,9.36,$703
2013-04-30,11.51,$640
2013-07-31,13.84,$674
2013-10-31,15.11,$649
2014-01-31,13.5,$698
2014-04-30,12.58,$643
2014-07-31,12.54,$693
2014-10-31,14.33,$683
2015-01-31,15.72,$756
2015-04-30,14.94,$684
2015-07-31,16.72,$719
2015-10-31,14.65,$703
2016-01-31,14.01,$764
2016-04-30,14.58,$700
2016-07-31,15.81,$746
2016-10-31,13.45,$710
2017-01-31,15.19,$773
2017-04-30,15.67,$700
2017-07-31,15.45,$743
2017-10-31,15.81,$710
2018-01-31,15.08,$788
2018-04-30,14.06,$721
2018-07-31,12.52,$811
2018-10-31,13.62,$734
2019-01-31,16.5,$812
2019-04-30,16.67,$740
2019-07-31,17.3,$787
2019-10-31,15.91,$749
2020-01-31,15.72,$846
2020-04-30,403.42,$433
2020-07-31,0.0,$495
2020-10-31,27.61,$646
2021-01-31,64.83,$677
2021-04-30,15.76,$713
2021-07-31,12.33,$784
2021-10-31,26.4,$785
2022-01-31,19.81,$862
2022-04-30,19.37,$790
2022-07-08,15.38,$790
