Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,19.75,$91
2010-03-31,20.8,$108
2010-06-30,19.47,$108
2010-09-30,23.44,$108
2010-12-31,19.57,$105
2011-03-31,14.29,$125
2011-06-30,17.0,$125
2011-09-30,12.02,$124
2011-12-31,0.0,$105
2012-03-31,0.0,$126
2012-06-30,0.0,$126
2012-09-30,0.0,$130
2012-12-31,21.84,$107
2013-03-31,27.0,$120
2013-06-30,12.94,$134
2013-09-30,22.08,$123
2013-12-31,31.44,$100
2014-03-31,65.44,$114
2014-06-30,358.0,$124
2014-09-30,0.0,$115
2014-12-31,0.0,$93
2015-03-31,123.0,$115
2015-06-30,37.63,$121
2015-09-30,17.46,$120
2015-12-31,8.61,$90
2016-03-31,11.96,$109
2016-06-30,16.46,$112
2016-09-30,14.57,$114
2016-12-31,21.59,$85
2017-03-31,15.88,$104
2017-06-30,16.31,$104
2017-09-30,16.05,$91
2017-12-31,404.0,$90
2018-03-31,0.0,$100
2018-06-30,0.0,$112
2018-09-30,111.19,$93
2018-12-31,12.67,$102
2019-03-31,22.0,$103
2019-06-30,21.27,$119
2019-09-30,20.47,$108
2019-12-31,21.3,$96
2020-03-31,6.85,$97
2020-06-30,0.0,$72
2020-09-30,0.0,$117
2020-12-31,0.0,$95
2021-03-31,0.0,$109
2021-06-30,11.35,$119
2021-09-30,9.58,$115
2021-12-31,9.21,$111
2022-03-31,7.36,$132
2022-07-08,6.85,$132
