Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,9.6,$50
2010-01-31,13.69,$54
2010-04-30,9.08,$57
2010-07-31,7.02,$56
2010-10-31,6.39,$49
2011-01-31,6.56,$52
2011-04-30,6.4,$60
2011-07-31,6.41,$60
2011-10-31,5.24,$58
2012-01-31,5.74,$60
2012-04-30,8.46,$76
2012-07-31,6.53,$69
2012-10-31,7.18,$66
2013-01-31,9.65,$64
2013-04-30,8.79,$70
2013-07-31,10.58,$70
2013-10-31,14.97,$71
2014-01-31,10.94,$72
2014-04-30,10.35,$74
2014-07-31,10.59,$76
2014-10-31,11.19,$74
2015-01-31,16.12,$81
2015-04-30,17.86,$79
2015-07-31,19.45,$80
2015-10-31,18.49,$77
2016-01-31,14.79,$78
2016-04-30,16.5,$77
2016-07-31,17.48,$81
2016-10-31,16.49,$75
2017-01-31,17.57,$76
2017-04-30,15.6,$77
2017-07-31,14.96,$80
2017-10-31,16.21,$81
2018-01-31,24.39,$85
2018-04-30,15.75,$78
2018-07-31,16.43,$71
2018-10-31,16.5,$77
2019-01-31,10.91,$77
2019-04-30,40.85,$56
2019-07-31,33.71,$71
2019-10-31,31.86,$70
2020-01-31,60.7,$69
2020-04-30,0.0,$47
2020-07-31,0.0,$64
2020-10-31,0.0,$77
2021-01-31,0.0,$79
2021-04-30,52.14,$79
2021-07-31,21.89,$83
2021-10-31,23.84,$75
2022-01-31,25.48,$80
2022-07-08,12.6,$80
