Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,9.51,$311
2010-03-31,7.65,$337
2010-06-30,9.87,$367
2010-09-30,8.66,$367
2010-12-31,11.29,$361
2011-03-31,11.15,$423
2011-06-30,10.34,$477
2011-09-30,9.88,$499
2011-12-31,11.07,$444
2012-03-31,11.64,$465
2012-06-30,12.49,$470
2012-09-30,12.63,$441
2012-12-31,14.22,$427
2013-03-31,16.95,$457
2013-06-30,14.79,$474
2013-09-30,15.39,$475
2013-12-31,18.76,$474
2014-03-31,20.16,$477
2014-06-30,16.17,$504
2014-09-30,15.15,$491
2014-12-31,14.79,$454
2015-03-31,13.49,$460
2015-06-30,19.81,$452
2015-09-30,12.77,$444
2015-12-31,13.97,$419
2016-03-31,14.39,$446
2016-06-30,13.75,$455
2016-09-30,17.69,$445
2016-12-31,20.98,$421
2017-03-31,19.49,$468
2017-06-30,21.72,$495
2017-09-30,20.63,$488
2017-12-31,19.23,$474
2018-03-31,20.63,$499
2018-06-30,18.36,$520
2018-09-30,20.48,$508
2018-12-31,14.75,$467
2019-03-31,18.4,$489
2019-06-30,19.86,$473
2019-09-30,20.3,$452
2019-12-31,22.5,$445
2020-03-31,19.02,$450
2020-06-30,19.88,$461
2020-09-30,20.97,$464
2020-12-31,21.54,$495
2021-03-31,20.86,$538
2021-06-30,18.81,$596
2021-09-30,17.27,$603
2021-12-31,20.9,$610
2022-03-31,16.15,$675
2022-07-08,16.14,$675
