Date,PE Ratio,Revenue_Amount(Millions)
2010-12-31,0.0,$51
2011-03-31,0.0,$43
2011-06-30,0.0,$42
2011-09-30,0.0,$37
2011-12-31,0.0,$39
2012-03-31,0.0,$40
2012-06-30,0.0,$38
2012-09-30,0.0,$39
2012-12-31,3.97,$45
2013-03-31,7.44,$33
2013-06-30,1.45,$35
2013-09-30,2.3,$32
2013-12-31,2.89,$32
2014-03-31,3.26,$29
2014-06-30,13.3,$30
2014-09-30,11.76,$31
2014-12-31,13.61,$29
2015-03-31,12.95,$29
2015-06-30,14.1,$31
2015-09-30,15.21,$30
2015-12-31,14.33,$31
2016-03-31,13.31,$29
2016-06-30,12.51,$31
2016-09-30,13.46,$33
2016-12-31,17.13,$35
2017-03-31,15.13,$34
2017-06-30,16.4,$34
2017-09-30,16.86,$36
2017-12-31,20.07,$37
2018-03-31,18.04,$39
2018-06-30,18.67,$45
2018-09-30,15.23,$46
2018-12-31,10.95,$45
2019-03-31,11.49,$47
2019-06-30,10.98,$47
2019-09-30,10.48,$50
2019-12-31,10.11,$53
2020-03-31,6.37,$47
2020-06-30,6.68,$54
2020-09-30,4.92,$62
2020-12-31,6.86,$58
2021-03-31,6.77,$59
2021-06-30,6.49,$48
2021-09-30,6.82,$56
2021-12-31,8.15,$52
2022-03-31,8.03,$54
2022-07-08,7.18,$54
