Date,PE Ratio,Revenue_Amount(Millions)
2011-09-30,4.78,$100
2011-12-31,4.75,$102
2012-03-31,4.4,$100
2012-06-30,4.9,$96
2012-09-30,6.0,$95
2012-12-31,6.09,$95
2013-03-31,7.51,$92
2013-06-30,7.61,$100
2013-09-30,7.37,$110
2013-12-31,7.52,$113
2014-03-31,9.69,$115
2014-06-30,11.47,$124
2014-09-30,9.47,$125
2014-12-31,7.59,$121
2015-03-31,7.3,$121
2015-06-30,6.75,$123
2015-09-30,4.75,$124
2015-12-31,3.94,$122
2016-03-31,3.33,$120
2016-06-30,3.15,$120
2016-09-30,4.38,$118
2016-12-31,4.84,$110
2017-03-31,7.74,$106
2017-06-30,14.06,$105
2017-09-30,12.73,$101
2017-12-31,8.05,$101
2018-03-31,10.62,$93
2018-06-30,18.78,$91
2018-09-30,24.33,$91
2018-12-31,10.34,$106
2019-03-31,28.31,$113
2019-06-30,15.79,$117
2019-09-30,11.41,$124
2019-12-31,14.11,$124
2020-03-31,4.5,$121
2020-06-30,0.0,$112
2020-09-30,0.0,$108
2020-12-31,0.0,$119
2021-03-31,99.05,$127
2021-06-30,7.57,$167
2021-09-30,6.7,$216
2021-12-31,3.69,$284
2022-03-31,4.42,$268
2022-07-08,2.93,$268
