Date,PE Ratio,Revenue_Amount(Millions)
2016-03-31,83.43,$104
2016-06-30,92.71,$105
2016-09-30,150.9,$112
2016-12-31,54.86,$167
2017-03-31,62.25,$117
2017-06-30,69.28,$131
2017-09-30,99.27,$134
2017-12-31,57.38,$256
2018-03-31,81.93,$147
2018-06-30,95.96,$175
2018-09-30,83.76,$162
2018-12-31,44.26,$301
2019-03-31,59.34,$192
2019-06-30,64.75,$248
2019-09-30,54.05,$210
2019-12-31,49.43,$395
2020-03-31,46.57,$215
2020-06-30,53.4,$305
2020-09-30,41.13,$269
2020-12-31,36.54,$567
2021-03-31,41.01,$308
2021-06-30,43.75,$357
2021-09-30,584.33,$295
2021-12-31,0.0,$515
2022-03-31,0.0,$313
2022-07-08,0.0,$313
