Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,16.81,"$1,273"
2010-03-31,16.48,"$1,454"
2010-06-30,8.73,"$1,621"
2010-09-30,9.82,"$1,654"
2010-12-31,15.44,"$1,584"
2011-03-31,14.1,"$1,913"
2011-06-30,10.58,"$2,050"
2011-09-30,6.44,"$2,139"
2011-12-31,8.47,"$2,034"
2012-03-31,9.23,"$2,288"
2012-06-30,8.06,"$2,210"
2012-09-30,8.13,"$2,055"
2012-12-31,9.41,"$1,889"
2013-03-31,11.94,"$2,025"
2013-06-30,12.0,"$2,448"
2013-09-30,13.72,"$2,444"
2013-12-31,15.19,"$2,307"
2014-03-31,14.16,"$2,553"
2014-06-30,14.26,"$2,617"
2014-09-30,13.33,"$2,705"
2014-12-31,11.01,"$2,577"
2015-03-31,10.63,"$2,614"
2015-06-30,10.63,"$2,424"
2015-09-30,10.7,"$2,286"
2015-12-31,12.22,"$2,026"
2016-03-31,14.79,"$2,163"
2016-06-30,15.83,"$2,204"
2016-09-30,14.95,"$2,185"
2016-12-31,17.0,"$2,062"
2017-03-31,16.22,"$2,419"
2017-06-30,14.78,"$2,475"
2017-09-30,13.6,"$2,450"
2017-12-31,9.4,"$2,376"
2018-03-31,8.64,"$2,757"
2018-06-30,7.43,"$2,989"
2018-09-30,6.83,"$2,975"
2018-12-31,7.63,"$2,814"
2019-03-31,9.21,"$2,957"
2019-06-30,10.24,"$2,884"
2019-09-30,10.34,"$2,686"
2019-12-31,11.02,"$2,448"
2020-03-31,9.92,"$2,573"
2020-06-30,13.06,"$2,019"
2020-09-30,16.18,"$2,086"
2020-12-31,20.54,"$2,134"
2021-03-31,16.78,"$2,838"
2021-06-30,11.66,"$3,419"
2021-09-30,8.1,"$3,847"
2021-12-31,7.31,"$3,989"
2022-03-31,6.97,"$4,486"
2022-07-08,6.59,"$4,486"
