Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,6.17,$532
2010-03-31,6.79,$551
2010-06-30,8.45,$615
2010-09-30,8.07,$643
2010-12-31,9.18,$627
2011-03-31,9.49,$630
2011-06-30,9.17,$665
2011-09-30,9.89,$671
2011-12-31,11.76,$654
2012-03-31,15.8,$671
2012-06-30,14.49,$712
2012-09-30,18.89,$723
2012-12-31,17.4,$737
2013-03-31,16.2,$755
2013-06-30,16.29,$800
2013-09-30,16.02,$845
2013-12-31,11.08,"$1,264"
2014-03-31,11.61,"$1,431"
2014-06-30,11.05,"$1,468"
2014-09-30,9.55,"$1,519"
2014-12-31,15.65,"$1,434"
2015-03-31,15.79,"$1,426"
2015-06-30,12.26,"$1,454"
2015-09-30,11.22,"$1,471"
2015-12-31,11.68,"$1,391"
2016-03-31,10.88,"$1,401"
2016-06-30,11.98,"$1,417"
2016-09-30,14.81,"$1,484"
2016-12-31,15.25,"$1,477"
2017-03-31,16.08,"$1,537"
2017-06-30,18.56,"$1,584"
2017-09-30,18.47,"$1,640"
2017-12-31,14.91,"$1,684"
2018-03-31,13.55,"$1,691"
2018-06-30,12.74,"$1,768"
2018-09-30,11.53,"$1,810"
2018-12-31,9.62,"$1,747"
2019-03-31,10.87,"$1,734"
2019-06-30,10.42,"$1,760"
2019-09-30,12.1,"$1,751"
2019-12-31,14.15,"$1,720"
2020-03-31,11.86,"$1,709"
2020-06-30,17.43,"$1,542"
2020-09-30,20.85,"$1,694"
2020-12-31,27.27,"$1,714"
2021-03-31,25.42,"$1,807"
2021-06-30,19.68,"$1,880"
2021-09-30,17.11,"$2,000"
2021-12-31,15.19,"$2,043"
2022-03-31,15.83,"$2,136"
2022-07-08,14.3,"$2,136"
