Date,PE Ratio,Revenue_Amount(Millions)
2015-07-31,40.01,$217
2015-10-31,31.76,$193
2016-01-31,25.75,$234
2016-04-30,22.97,$262
2016-07-31,23.44,$244
2016-10-31,20.25,$229
2017-01-31,25.4,$270
2017-04-30,26.57,$304
2017-07-31,23.67,$281
2017-10-31,18.09,$250
2018-01-31,16.27,$305
2018-04-30,14.4,$332
2018-07-31,15.94,$319
2018-10-31,19.3,$282
2019-01-31,17.3,$332
2019-04-30,18.6,$364
2019-07-31,13.09,$345
2019-10-31,14.15,$299
2020-01-31,15.49,$347
2020-04-30,41.83,$160
2020-07-31,0.0,$51
2020-10-31,0.0,$109
2021-01-31,0.0,$117
2021-04-30,0.0,$265
2021-07-31,0.0,$378
2021-10-31,75.78,$318
2022-01-31,16.27,$343
2022-04-30,14.44,$451
2022-07-08,10.21,$451
