Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$33
2010-03-31,0.0,$39
2010-06-30,143.33,$34
2010-09-30,13.18,$51
2010-12-31,0.0,$44
2011-03-31,0.0,$28
2011-06-30,0.0,$43
2011-09-30,0.0,$35
2011-12-31,0.0,$30
2012-03-31,43.17,$28
2012-06-30,0.0,$19
2012-09-30,0.0,$26
2012-12-31,0.0,$29
2013-03-31,223.25,$21
2013-06-30,44.5,$17
2013-09-30,200.0,$20
2013-12-31,0.0,$20
2014-03-31,0.0,$15
2014-06-30,0.0,$15
2014-09-30,0.0,$16
2014-12-31,0.0,$20
2015-03-31,0.0,$19
2015-06-30,38.09,$19
2015-09-30,29.45,$19
2015-12-31,35.89,$19
2016-03-31,30.12,$21
2016-06-30,33.4,$20
2016-09-30,27.4,$20
2016-12-31,21.52,$22
2017-03-31,17.03,$22
2017-06-30,20.0,$20
2017-09-30,18.75,$21
2017-12-31,13.37,$23
2018-03-31,19.61,$23
2018-06-30,17.78,$23
2018-09-30,14.55,$20
2018-12-31,4.41,$21
2019-03-31,7.18,$19
2019-06-30,5.41,$29
2019-09-30,6.01,$27
2019-12-31,22.39,$31
2020-03-31,14.05,$26
2020-06-30,21.24,$29
2020-09-30,19.67,$24
2020-12-31,19.61,$29
2021-03-31,27.6,$26
2021-06-30,33.52,$27
2021-09-30,39.56,$22
2021-12-31,0.0,$24
2022-03-31,0.0,$30
2022-07-08,0.0,$30
