Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$154
2010-03-31,0.0,$161
2010-06-30,0.0,$211
2010-09-30,0.0,$180
2010-12-31,0.0,$147
2011-03-31,0.0,$163
2011-06-30,0.0,$206
2011-09-30,0.0,$217
2011-12-31,0.0,$193
2012-03-31,0.0,$219
2012-06-30,0.0,$272
2012-09-30,0.0,$292
2012-12-31,0.0,$288
2013-03-31,0.0,$320
2013-06-30,0.0,$398
2013-09-30,0.0,$403
2013-12-31,0.0,$369
2014-03-31,0.0,$346
2014-06-30,28.77,$427
2014-09-30,27.25,$435
2014-12-31,40.41,$397
2015-03-31,51.31,$371
2015-06-30,256.8,$462
2015-09-30,0.0,"$1,276"
2015-12-31,0.0,"$1,456"
2016-03-31,0.0,"$1,397"
2016-06-30,0.0,"$1,677"
2016-09-30,10.37,"$1,746"
2016-12-31,8.64,"$1,547"
2017-03-31,10.28,"$1,533"
2017-06-30,10.08,"$1,843"
2017-09-30,23.67,"$1,879"
2017-12-31,68.09,"$1,779"
2018-03-31,40.49,"$1,700"
2018-06-30,28.14,"$2,090"
2018-09-30,15.62,"$2,118"
2018-12-31,6.16,"$1,816"
2019-03-31,7.1,"$1,631"
2019-06-30,8.6,"$1,905"
2019-09-30,10.29,"$1,981"
2019-12-31,13.37,"$1,764"
2020-03-31,7.37,"$1,787"
2020-06-30,11.76,"$1,946"
2020-09-30,17.92,"$2,295"
2020-12-31,15.4,"$2,531"
2021-03-31,13.6,"$4,174"
2021-06-30,8.32,"$5,577"
2021-09-30,7.01,"$5,509"
2021-12-31,10.07,"$4,635"
2022-03-31,5.74,"$5,681"
2022-07-08,5.4,"$5,681"
