Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,15.78,$11
2010-03-31,14.86,$13
2010-06-30,9.43,$16
2010-09-30,8.65,$40
2010-12-31,8.51,$35
2011-03-31,5.73,$45
2011-06-30,3.72,$60
2011-09-30,3.31,$53
2011-12-31,2.0,$47
2012-03-31,2.68,$60
2012-06-30,2.18,$57
2012-09-30,2.12,$40
2012-12-31,2.1,$42
2013-03-31,2.02,$66
2013-06-30,1.68,$70
2013-09-30,2.65,$50
2013-12-31,2.37,$41
2014-03-31,2.28,$70
2014-06-30,2.59,$72
2014-09-30,2.66,$51
2014-12-31,2.03,$54
2015-03-31,2.17,$79
2015-06-30,2.25,$79
2015-09-30,1.92,$54
2015-12-31,1.8,$57
2016-03-31,1.73,$79
2016-06-30,1.93,$79
2016-09-30,2.12,$62
2016-12-31,1.67,$59
2017-03-31,1.83,$81
2017-06-30,1.94,$76
2017-09-30,2.08,$62
2017-12-31,1.94,$64
2018-03-31,2.03,$83
2018-06-30,2.21,$79
2018-09-30,1.4,$58
2018-12-31,1.04,$52
2019-03-31,1.16,$108
2019-06-30,1.1,$76
2019-09-30,7.11,$51
2019-12-31,0.0,$50
2020-03-31,0.0,$86
2020-06-30,0.0,$43
2020-09-30,0.0,$42
2020-12-31,0.0,$44
2021-03-31,0.0,$67
2021-06-30,0.0,$78
2021-09-30,0.0,$37
2021-12-31,0.0,$43
2022-03-31,0.0,$61
2022-07-08,0.0,$61
