Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$144
2010-03-31,0.0,$151
2010-06-30,0.0,$159
2010-09-30,0.0,$173
2010-12-31,0.0,$167
2011-03-31,0.0,$144
2011-06-30,0.0,$140
2011-09-30,0.0,$147
2011-12-31,0.0,$147
2012-03-31,0.0,$150
2012-06-30,0.0,$167
2012-09-30,0.0,$163
2012-12-31,9.02,$109
2013-03-31,15.81,$101
2013-06-30,5.0,$110
2013-09-30,6.65,$112
2013-12-31,13.5,$119
2014-03-31,11.74,$121
2014-06-30,0.0,$135
2014-09-30,0.0,$143
2014-12-31,0.0,$149
2015-03-31,0.0,$150
2015-06-30,0.0,$158
2015-09-30,0.0,$155
2015-12-31,0.0,$145
2016-03-31,63.22,$143
2016-06-30,130.46,$156
2016-09-30,0.0,$154
2016-12-31,33.4,$163
2017-03-31,60.34,$161
2017-06-30,45.32,$173
2017-09-30,29.86,$173
2017-12-31,170.42,$184
2018-03-31,0.0,$187
2018-06-30,0.0,$202
2018-09-30,0.0,$203
2018-12-31,0.0,$201
2019-03-31,0.0,$174
2019-06-30,0.0,$191
2019-09-30,0.0,$137
2019-12-31,0.0,$45
2020-03-31,0.0,$103
2020-06-30,0.0,$112
2020-09-30,0.0,$113
2020-12-31,0.0,$120
2021-03-31,0.0,$108
2021-06-30,0.0,$133
2021-09-30,0.0,$82
2021-12-31,0.0,$150
2022-03-31,0.0,$173
2022-07-08,0.0,$173
