Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,"$18,606"
2010-03-31,0.0,"$18,555"
2010-06-30,0.0,"$18,314"
2010-09-30,0.0,"$19,455"
2010-12-31,0.0,"$16,505"
2011-03-31,0.0,"$17,439"
2011-06-30,0.0,"$16,680"
2011-09-30,1.19,"$12,719"
2011-12-31,2.13,"$18,267"
2012-03-31,2.3,"$17,497"
2012-06-30,2.33,"$16,221"
2012-09-30,1.84,"$16,722"
2012-12-31,19.45,"$20,774"
2013-03-31,25.09,"$16,962"
2013-06-30,20.61,"$18,426"
2013-09-30,18.96,"$15,944"
2013-12-31,6.86,"$17,542"
2014-03-31,7.21,"$16,163"
2014-06-30,7.55,"$16,136"
2014-09-30,7.41,"$16,697"
2014-12-31,9.01,"$15,410"
2015-03-31,7.8,"$15,975"
2015-06-30,10.17,"$15,699"
2015-09-30,14.11,"$12,822"
2015-12-31,36.8,"$13,831"
2016-03-31,0.0,"$11,779"
2016-06-30,0.0,"$14,724"
2016-09-30,115.72,"$12,854"
2016-12-31,0.0,"$13,010"
2017-03-31,174.54,"$12,632"
2017-06-30,0.0,"$12,502"
2017-09-30,0.0,"$11,751"
2017-12-31,0.0,"$12,635"
2018-03-31,0.0,"$11,712"
2018-06-30,0.0,"$11,631"
2018-09-30,0.0,"$11,486"
2018-12-31,0.0,"$12,560"
2019-03-31,0.0,"$12,456"
2019-06-30,0.0,"$12,561"
2019-09-30,25.53,"$12,914"
2019-12-31,12.72,"$11,815"
2020-03-31,4.57,"$14,443"
2020-06-30,0.0,"$9,396"
2020-09-30,0.0,"$10,221"
2020-12-31,0.0,"$9,676"
2021-03-31,0.0,"$14,454"
2021-06-30,9.75,"$10,681"
2021-09-30,8.47,"$12,835"
2021-12-31,5.2,"$14,087"
2022-03-31,5.4,"$15,808"
2022-07-08,4.45,"$15,808"
