Date,PE Ratio,Revenue_Amount(Millions)
2015-03-31,0.0,$171
2015-06-30,0.0,$143
2015-09-30,0.0,$107
2015-12-31,0.0,$97
2016-03-31,0.0,$95
2016-06-30,0.0,$107
2016-09-30,0.0,$104
2016-12-31,0.0,$91
2017-03-31,0.0,$91
2017-06-30,0.0,$92
2017-09-30,0.0,$97
2017-12-31,0.0,$101
2018-03-31,0.0,$102
2018-06-30,0.0,$130
2018-09-30,0.0,$120
2018-12-31,0.0,$115
2019-03-31,0.0,$109
2019-06-30,0.0,$122
2019-09-30,0.0,$148
2019-12-31,0.0,$149
2020-03-31,0.0,$139
2020-06-30,0.0,$115
2020-09-30,0.0,$143
2020-12-31,0.0,$133
2021-03-31,0.0,$125
2021-06-30,0.0,$154
2021-09-30,0.0,$155
2021-12-31,0.0,$160
2022-03-31,38.7,$166
2022-07-08,39.34,$166
