Date,PE Ratio,Revenue_Amount(Millions)
2013-09-30,0.0,$46
2013-12-31,10.35,$54
2014-03-31,18.45,$48
2014-06-30,20.23,$52
2014-09-30,9.91,$53
2014-12-31,11.25,$44
2015-03-31,5.76,$52
2015-06-30,12.43,$58
2015-09-30,16.61,$63
2015-12-31,77.25,$69
2016-03-31,43.29,$64
2016-06-30,7.74,$80
2016-09-30,15.44,$81
2016-12-31,13.48,$80
2017-03-31,28.44,$66
2017-06-30,0.0,$81
2017-09-30,26.93,$83
2017-12-31,41.97,$84
2018-03-31,20.54,$87
2018-06-30,19.2,$89
2018-09-30,24.13,$97
2018-12-31,32.95,$98
2019-03-31,55.39,$107
2019-06-30,15.1,$114
2019-09-30,36.72,$108
2019-12-31,14.48,$101
2020-03-31,0.0,$87
2020-06-30,35.33,$82
2020-09-30,14.47,$103
2020-12-31,12.86,$104
2021-03-31,10.8,$112
2021-06-30,18.42,$122
2021-09-30,15.28,$130
2021-12-31,18.33,$133
2022-03-31,14.88,$135
2022-07-08,10.73,$135
