Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,23.18,$14
2010-03-31,19.47,$14
2010-06-30,16.49,$16
2010-09-30,19.2,$16
2010-12-31,17.65,$16
2011-03-31,17.23,$21
2011-06-30,16.05,$18
2011-09-30,11.54,$14
2011-12-31,11.38,$14
2012-03-31,14.02,$18
2012-06-30,17.42,$16
2012-09-30,22.89,$15
2012-12-31,13.97,$20
2013-03-31,15.48,$15
2013-06-30,13.39,$16
2013-09-30,15.97,$17
2013-12-31,17.52,$13
2014-03-31,18.8,$14
2014-06-30,22.63,$14
2014-09-30,26.22,$13
2014-12-31,0.0,$12
2015-03-31,0.0,$16
2015-06-30,43.62,$17
2015-09-30,31.08,$14
2015-12-31,18.59,$12
2016-03-31,15.49,$14
2016-06-30,18.67,$15
2016-09-30,18.08,$14
2016-12-31,12.44,$14
2017-03-31,13.98,$14
2017-06-30,14.21,$14
2017-09-30,13.59,$16
2017-12-31,28.95,$13
2018-03-31,31.63,$12
2018-06-30,27.71,$15
2018-09-30,26.55,$16
2018-12-31,12.4,$12
2019-03-31,12.55,$12
2019-06-30,19.45,$11
2019-09-30,41.56,$12
2019-12-31,182.83,$11
2020-03-31,0.0,$10
2020-06-30,0.0,$5
2020-09-30,0.0,$7
2020-12-31,0.0,$8
2021-03-31,0.0,$8
2021-06-30,0.0,$9
2021-09-30,0.0,$11
2021-12-31,0.0,$11
2022-03-31,0.0,$10
2022-07-08,0.0,$10
