Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,8.79,"$3,051"
2010-03-31,8.85,"$2,810"
2010-06-30,5.8,"$2,741"
2010-09-30,5.81,"$3,788"
2010-12-31,6.82,$657
2011-03-31,6.71,"$2,782"
2011-06-30,8.3,"$2,983"
2011-09-30,8.96,"$3,822"
2011-12-31,0.0,"$1,001"
2012-03-31,0.0,"$2,415"
2012-06-30,0.0,"$2,653"
2012-09-30,0.0,"$3,734"
2012-12-31,0.0,"$3,060"
2013-03-31,0.0,"$2,632"
2013-06-30,0.0,"$3,046"
2013-09-30,147.74,"$3,960"
2013-12-31,12.34,"$2,943"
2014-03-31,16.88,"$2,926"
2014-06-30,9.85,"$3,016"
2014-09-30,9.29,"$4,356"
2014-12-31,10.17,"$3,115"
2015-03-31,9.08,"$2,512"
2015-06-30,8.97,"$2,908"
2015-09-30,10.65,"$3,763"
2015-12-31,14.99,"$2,341"
2016-03-31,18.86,"$2,440"
2016-06-30,22.86,"$2,777"
2016-09-30,21.49,"$3,767"
2016-12-31,14.58,"$2,885"
2017-03-31,15.17,"$2,463"
2017-06-30,14.96,"$2,965"
2017-09-30,14.34,"$3,672"
2017-12-31,30.54,"$3,220"
2018-03-31,41.39,"$2,564"
2018-06-30,41.85,"$2,815"
2018-09-30,40.72,"$4,269"
2018-12-31,0.0,"$3,009"
2019-03-31,0.0,"$2,824"
2019-06-30,0.0,"$2,812"
2019-09-30,0.0,"$3,741"
2019-12-31,17.75,"$2,970"
2020-03-31,14.37,"$2,790"
2020-06-30,15.85,"$2,987"
2020-09-30,47.58,"$4,644"
2020-12-31,29.71,"$3,157"
2021-03-31,25.69,"$2,960"
2021-06-30,25.47,"$3,315"
2021-09-30,26.75,"$5,299"
2021-12-31,33.59,"$3,331"
2022-03-31,45.32,"$3,968"
2022-07-08,40.83,"$3,968"
