Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,37.37,$462
2010-03-31,24.58,$471
2010-06-30,18.83,$516
2010-09-30,17.72,$519
2010-12-31,17.39,$564
2011-03-31,17.17,$599
2011-06-30,13.96,$699
2011-09-30,10.02,$702
2011-12-31,12.58,$695
2012-03-31,13.55,$727
2012-06-30,12.64,$744
2012-09-30,10.91,$698
2012-12-31,13.39,$685
2013-03-31,14.76,$719
2013-06-30,15.26,$727
2013-09-30,17.64,$692
2013-12-31,17.19,$715
2014-03-31,17.96,$685
2014-06-30,17.04,$729
2014-09-30,18.1,$716
2014-12-31,18.79,$684
2015-03-31,16.8,$658
2015-06-30,15.81,$665
2015-09-30,23.35,$645
2015-12-31,27.11,$568
2016-03-31,33.33,$551
2016-06-30,49.29,$592
2016-09-30,20.21,$568
2016-12-31,23.75,$564
2017-03-31,26.29,$581
2017-06-30,24.18,$627
2017-09-30,20.1,$669
2017-12-31,22.6,$747
2018-03-31,21.83,$758
2018-06-30,20.74,$790
2018-09-30,25.57,$737
2018-12-31,16.8,$744
2019-03-31,17.19,$759
2019-06-30,15.86,$777
2019-09-30,16.47,$731
2019-12-31,19.72,$736
2020-03-31,14.83,$702
2020-06-30,22.87,$591
2020-09-30,26.62,$669
2020-12-31,33.27,$694
2021-03-31,32.3,$757
2021-06-30,26.55,$826
2021-09-30,28.64,$806
2021-12-31,30.0,$844
2022-03-31,24.9,$925
2022-07-08,22.41,$925
