Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,37.57,$733
2010-03-31,31.92,$644
2010-06-30,23.95,$872
2010-09-30,20.99,$818
2010-12-31,19.33,$251
2011-03-31,22.65,$669
2011-06-30,18.92,$914
2011-09-30,12.13,$801
2011-12-31,17.8,$456
2012-03-31,21.22,$614
2012-06-30,24.09,$840
2012-09-30,26.05,$810
2012-12-31,26.73,$685
2013-03-31,27.94,$668
2013-06-30,23.91,$913
2013-09-30,21.63,$868
2013-12-31,22.63,$750
2014-03-31,22.65,$695
2014-06-30,21.06,$961
2014-09-30,17.64,$898
2014-12-31,20.54,$813
2015-03-31,24.72,$686
2015-06-30,22.35,$993
2015-09-30,21.73,$955
2015-12-31,28.18,$834
2016-03-31,28.82,$715
2016-06-30,26.12,"$1,019"
2016-09-30,25.93,"$1,010"
2016-12-31,22.64,$897
2017-03-31,23.18,$793
2017-06-30,24.85,"$1,102"
2017-09-30,23.91,"$1,052"
2017-12-31,27.54,$892
2018-03-31,27.48,$835
2018-06-30,24.69,"$1,175"
2018-09-30,26.3,"$1,030"
2018-12-31,23.87,$844
2019-03-31,26.41,$790
2019-06-30,29.22,"$1,099"
2019-09-30,25.09,"$1,033"
2019-12-31,22.7,$885
2020-03-31,19.63,$724
2020-06-30,25.82,$941
2020-09-30,28.72,"$1,055"
2020-12-31,29.07,$914
2021-03-31,27.57,$931
2021-06-30,26.55,"$1,239"
2021-09-30,22.35,"$1,060"
2021-12-31,25.95,$965
2022-03-31,20.55,"$1,013"
2022-07-08,17.19,"$1,013"
