Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,91.94,$10
2010-03-31,39.6,$9
2010-06-30,34.65,$11
2010-09-30,32.8,$12
2010-12-31,22.11,$14
2011-03-31,16.14,$15
2011-06-30,13.41,$14
2011-09-30,12.42,$15
2011-12-31,9.72,$15
2012-03-31,10.04,$16
2012-06-30,9.63,$18
2012-09-30,10.28,$20
2012-12-31,10.77,$24
2013-03-31,12.61,$22
2013-06-30,11.59,$21
2013-09-30,15.68,$23
2013-12-31,16.54,$25
2014-03-31,15.23,$23
2014-06-30,21.86,$25
2014-09-30,18.62,$25
2014-12-31,23.55,$25
2015-03-31,42.16,$25
2015-06-30,67.77,$27
2015-09-30,85.15,$27
2015-12-31,37.1,$26
2016-03-31,30.05,$23
2016-06-30,28.47,$26
2016-09-30,26.63,$28
2016-12-31,31.89,$29
2017-03-31,28.67,$28
2017-06-30,32.37,$33
2017-09-30,31.46,$35
2017-12-31,28.98,$38
2018-03-31,32.58,$43
2018-06-30,30.31,$35
2018-09-30,23.3,$36
2018-12-31,23.04,$37
2019-03-31,20.06,$39
2019-06-30,14.82,$40
2019-09-30,10.76,$44
2019-12-31,9.09,$48
2020-03-31,5.78,$41
2020-06-30,5.44,$40
2020-09-30,6.0,$42
2020-12-31,6.51,$45
2021-03-31,7.31,$51
2021-06-30,8.34,$49
2021-09-30,7.3,$49
2021-12-31,6.35,$50
2022-07-08,4.39,$50
