Date,PE Ratio,Revenue_Amount(Millions)
2015-12-31,87.14,$401
2016-03-31,105.53,$228
2016-06-30,50.63,$445
2016-09-30,29.45,$529
2016-12-31,60.2,$423
2017-03-31,79.66,$284
2017-06-30,51.3,$524
2017-09-30,47.1,$634
2017-12-31,29.92,$490
2018-03-31,28.73,$314
2018-06-30,28.53,$601
2018-09-30,21.39,$695
2018-12-31,41.33,$491
2019-03-31,93.35,$333
2019-06-30,113.24,$601
2019-09-30,0.0,$732
2019-12-31,48.78,$557
2020-03-31,21.13,$367
2020-06-30,18.07,$631
2020-09-30,13.78,$710
2020-12-31,16.73,$625
2021-03-31,19.87,$428
2021-06-30,25.07,$668
2021-09-30,26.2,$717
2021-12-31,31.36,$597
2022-03-31,26.32,$421
2022-07-08,19.92,$421
