Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,3.83,$231
2010-01-31,3.67,$274
2010-04-30,4.3,$215
2010-07-31,3.42,$189
2010-10-31,3.61,$243
2011-01-31,4.52,$303
2011-04-30,5.64,$240
2011-07-31,5.41,$212
2011-10-31,5.59,$273
2012-01-31,5.27,$337
2012-04-30,5.47,$264
2012-07-31,4.62,$215
2012-10-31,5.31,$284
2013-01-31,5.88,$361
2013-04-30,6.15,$270
2013-07-31,7.05,$233
2013-10-31,6.25,$287
2014-01-31,5.91,$339
2014-04-30,6.3,$272
2014-07-31,6.01,$236
2014-10-31,6.72,$292
2015-01-31,7.29,$354
2015-04-30,6.62,$271
2015-07-31,6.61,$236
2015-10-31,5.49,$280
2016-01-31,4.79,$332
2016-04-30,5.3,$244
2016-07-31,5.39,$212
2016-10-31,4.6,$239
2017-01-31,5.82,$280
2017-04-30,5.6,$212
2017-07-31,5.43,$196
2017-10-31,5.52,$224
2018-01-31,6.84,$281
2018-04-30,7.79,$205
2018-07-31,7.88,$201
2018-10-31,6.74,$215
2019-01-31,6.22,$264
2019-04-30,6.96,$201
2019-07-31,7.69,$204
2019-10-31,7.57,$224
2020-01-31,8.85,$271
2020-04-30,7.47,$115
2020-07-31,6.35,$216
2020-10-31,8.26,$251
2021-01-31,12.55,$319
2021-04-30,8.83,$299
2021-07-31,8.25,$295
2021-10-31,7.52,$319
2022-01-31,7.23,$381
2022-04-30,6.08,$309
2022-07-08,5.55,$309
