Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,9.19,$111
2010-03-31,7.81,$150
2010-06-30,10.1,$150
2010-09-30,13.75,$141
2010-12-31,0.0,$134
2011-03-31,0.0,$177
2011-06-30,0.0,$224
2011-09-30,0.0,$238
2011-12-31,0.0,$225
2012-03-31,0.0,$206
2012-06-30,0.0,$201
2012-09-30,0.0,$203
2012-12-31,0.0,$219
2013-03-31,0.0,$167
2013-06-30,0.43,$157
2013-09-30,1.14,$164
2013-12-31,1.31,$145
2014-03-31,1.81,$112
2014-06-30,0.0,$106
2014-09-30,0.0,$132
2014-12-31,0.0,$97
2015-03-31,0.0,$112
2015-06-30,0.0,$101
2015-09-30,9.76,$113
2015-12-31,5.34,$58
2016-03-31,8.84,$208
2016-06-30,0.0,$191
2016-09-30,0.0,$228
2016-12-31,0.0,$257
2017-03-31,0.0,$343
2017-06-30,0.0,$367
2017-09-30,43.21,$375
2017-12-31,54.02,$386
2018-03-31,29.96,$560
2018-06-30,17.85,$444
2018-09-30,12.14,$431
2018-12-31,7.96,$551
2019-03-31,10.43,$411
2019-06-30,2.39,$416
2019-09-30,1.0,$490
2019-12-31,1.11,$545
2020-03-31,0.56,$335
2020-06-30,0.0,$266
2020-09-30,0.0,$316
2020-12-31,0.0,$380
2021-03-31,0.0,$238
2021-06-30,0.0,$253
2021-09-30,0.0,$126
2021-12-31,0.0,$576
2022-03-31,0.0,$286
2022-07-08,0.0,$286
