Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$179
2010-03-31,53.88,$184
2010-06-30,4.26,$189
2010-09-30,4.12,$184
2010-12-31,4.76,$220
2011-03-31,4.96,$180
2011-06-30,29.83,$183
2011-09-30,334.75,$168
2011-12-31,0.0,$197
2012-03-31,0.0,$207
2012-06-30,0.0,$217
2012-09-30,29.96,$220
2012-12-31,14.77,$260
2013-03-31,15.76,$199
2013-06-30,21.91,$208
2013-09-30,56.61,$190
2013-12-31,0.0,$221
2014-03-31,847.39,$204
2014-06-30,0.0,$120
2014-09-30,311.98,$123
2014-12-31,118.76,$52
2015-03-31,272.01,$123
2015-06-30,0.0,$198
2015-09-30,0.0,$190
2015-12-31,0.0,$143
2016-03-31,0.0,$209
2016-06-30,0.0,$228
2016-09-30,152.07,$233
2016-12-31,22.82,$204
2017-03-31,30.71,$198
2017-06-30,24.69,$216
2017-09-30,83.08,$201
2017-12-31,0.0,$262
2018-03-31,0.0,$254
2018-06-30,0.0,$283
2018-09-30,318.91,$303
2018-12-31,66.29,$317
2019-03-31,42.5,$292
2019-06-30,36.35,$320
2019-09-30,0.0,$331
2019-12-31,0.0,$408
2020-03-31,0.0,$414
2020-06-30,0.0,$359
2020-09-30,28.5,$493
2020-12-31,4.84,$591
2021-03-31,5.95,$541
2021-06-30,5.96,$565
2021-09-30,5.59,$555
2021-12-31,25.13,$622
2022-03-31,22.12,$566
2022-07-08,13.64,$566
